threshold_km,seed_index,split_seed,anchor,condition,support_improvement_mm_day,ci95_low_mm_day,ci95_high_mm_day,stations,groups,rows,gain_station_macro_mae_mm_day,support_station_macro_mae_mm_day
10,7,20260931,False,wind_x2.237,0.05644304465,0.02267135246,0.09098491497,101,64,7842,0.9325708811,0.8761278365
10,7,20260931,False,wind_x3.6,0.1425392359,0.0785753979,0.2120508293,101,64,7842,1.007653251,0.8651140155
10,7,20260931,False,wind_x5,0.2136644608,0.1308512959,0.3044569474,101,64,7842,1.071682514,0.8580180534
10,8,20260932,False,clean,0.004261911187,-0.003837856944,0.0128180405,101,64,7842,0.830507581,0.8262456698
10,8,20260932,False,temperature_fahrenheit_as_celsius,0.6033258827,0.4819656461,0.7417547804,101,64,7842,1.457828537,0.8545026548
10,8,20260932,False,temperature_plus10,0.07301242196,0.0427508487,0.1009805712,101,64,7842,0.9737762574,0.9007638354
10,8,20260932,False,temperature_plus20,0.3093213089,0.2352242158,0.3808809014,101,64,7842,1.170788416,0.8614671075
10,8,20260932,False,temperature_plus32,0.4920067345,0.3938058526,0.5949993538,101,64,7842,1.346433845,0.8544271103
10,8,20260932,False,temperature_plus5,0.01303642874,-0.0004580583508,0.02696223424,101,64,7842,0.8650280462,0.8519916175
10,8,20260932,False,vpd_x10,2.285139806,1.787482849,2.779969352,101,64,7842,3.139640925,0.854501119
10,8,20260932,False,wind_x0,0.1890029021,0.09615586194,0.2886581031,101,64,7842,1.05002564,0.8610227379
10,8,20260932,False,wind_x0.447,0.02599670668,0.009300741766,0.04213961237,101,64,7842,0.9487405381,0.9227438314
10,8,20260932,False,wind_x10,0.5489883488,0.4010775983,0.6785355417,101,64,7842,1.403763231,0.8547748819
10,8,20260932,False,wind_x2.237,0.06772483392,0.02737525018,0.1051871887,101,64,7842,0.9486119547,0.8808871208
10,8,20260932,False,wind_x3.6,0.2154942766,0.1341053986,0.2877886943,101,64,7842,1.083409208,0.8679149318
10,8,20260932,False,wind_x5,0.3147581624,0.2152128452,0.4028494681,101,64,7842,1.174314495,0.8595563322
10,9,20260933,False,clean,0.007663380618,-0.003509665302,0.02281793259,101,64,7842,0.8260704701,0.8184070895
10,9,20260933,False,temperature_fahrenheit_as_celsius,0.7911101103,0.6470434603,0.9676458999,101,64,7842,1.645612765,0.8545026548
10,9,20260933,False,temperature_plus10,0.07612682697,0.04214544638,0.1070711241,101,64,7842,0.9821746263,0.9060477993
10,9,20260933,False,temperature_plus20,0.3369508263,0.257043826,0.4186850979,101,64,7842,1.197723565,0.8607727389
10,9,20260933,False,temperature_plus32,0.5828237265,0.4738606224,0.7108257936,101,64,7842,1.437250837,0.8544271103
10,9,20260933,False,temperature_plus5,0.009431108493,-0.004004860293,0.02618064858,101,64,7842,0.8715500635,0.862118955
10,9,20260933,False,vpd_x10,2.961658134,2.360982457,3.662595719,101,64,7842,3.816154778,0.8544966443
10,9,20260933,False,wind_x0,0.196557898,0.09194758642,0.3005107911,101,64,7842,1.056086086,0.8595281878
10,9,20260933,False,wind_x0.447,0.02107758809,0.004308640419,0.03549590343,101,64,7842,0.9157401909,0.8946626028
10,9,20260933,False,wind_x10,0.5935710027,0.4430853555,0.7396993589,101,64,7842,1.448310631,0.8547396288
10,9,20260933,False,wind_x2.237,0.04984019077,-0.007738578045,0.1001007851,101,64,7842,0.9328919697,0.8830517789
10,9,20260933,False,wind_x3.6,0.2122141758,0.1203750299,0.2977612775,101,64,7842,1.080089372,0.8678751965
10,9,20260933,False,wind_x5,0.3203712266,0.213535915,0.4223882377,101,64,7842,1.17963576,0.8592645337
25,0,20260924,False,clean,0.00499187148,-0.002154500485,0.01363643335,101,55,7842,0.8215406182,0.8165487467
25,0,20260924,False,temperature_fahrenheit_as_celsius,0.82830977,0.684261666,0.9939223642,101,55,7842,1.682780527,0.8544707566
25,0,20260924,False,temperature_plus10,0.0789740721,0.0435964323,0.1106608975,101,55,7842,0.9790516849,0.9000776128
25,0,20260924,False,temperature_plus20,0.3610394569,0.26960237,0.4454929294,101,55,7842,1.224345153,0.8633056959
25,0,20260924,False,temperature_plus32,0.6268398189,0.5087799846,0.7498387544,101,55,7842,1.481266929,0.8544271103
25,0,20260924,False,temperature_plus5,0.008419705543,-0.003913846505,0.02011655482,101,55,7842,0.8518382256,0.84341852
25,0,20260924,False,vpd_x10,3.051003487,2.467725624,3.672568567,101,55,7842,3.905518691,0.8545152041
25,0,20260924,False,wind_x0,0.1836680818,0.08839325248,0.28360733,101,55,7842,1.041110056,0.8574419741
25,0,20260924,False,wind_x0.447,0.02122202727,0.005794282154,0.03617837223,101,55,7842,0.9264836065,0.9052615792
25,0,20260924,False,wind_x10,0.6137686515,0.4542828489,0.7534882771,101,55,7842,1.468498552,0.8547299006
25,0,20260924,False,wind_x2.237,0.06805322564,0.01722659403,0.1147257654,101,55,7842,0.953827924,0.8857746984
25,0,20260924,False,wind_x3.6,0.2269343518,0.1296394763,0.3094281759,101,55,7842,1.095582025,0.8686476737
25,0,20260924,False,wind_x5,0.3357446221,0.2218885729,0.4334726947,101,55,7842,1.198277687,0.8625330653
25,1,20260925,False,clean,0.006068369637,-0.001379497899,0.0149980493,101,55,7842,0.8111829102,0.8051145405
25,1,20260925,False,temperature_fahrenheit_as_celsius,0.8057843558,0.6638660455,0.9539274422,101,55,7842,1.660287011,0.8545026548
25,1,20260925,False,temperature_plus10,0.07269911489,0.04002304717,0.1022552105,101,55,7842,0.9703084607,0.8976093458
25,1,20260925,False,temperature_plus20,0.3470507129,0.2690986157,0.4240528366,101,55,7842,1.209387373,0.8623366603
25,1,20260925,False,temperature_plus32,0.5982714682,0.4854389352,0.7196701904,101,55,7842,1.452698579,0.8544271103
25,1,20260925,False,temperature_plus5,0.007518036371,-0.00438630194,0.01869739232,101,55,7842,0.8631734297,0.8556553933
25,1,20260925,False,vpd_x10,2.618330034,2.111872298,3.083467056,101,55,7842,3.472823943,0.8544939096
25,1,20260925,False,wind_x0,0.1718503575,0.07050518746,0.273321644,101,55,7842,1.03158609,0.8597357323
25,1,20260925,False,wind_x0.447,0.01700620714,0.00607946225,0.02862969679,101,55,7842,0.9204300185,0.9034238114
25,1,20260925,False,wind_x10,0.5634735715,0.4158889923,0.6963627346,101,55,7842,1.418227518,0.8547539469
25,1,20260925,False,wind_x2.237,0.05398096527,0.007389159343,0.09015391268,101,55,7842,0.9376782784,0.8836973131
25,1,20260925,False,wind_x3.6,0.2019547316,0.1225427904,0.2749981195,101,55,7842,1.069542343,0.8675876115
25,1,20260925,False,wind_x5,0.3059918992,0.2101474023,0.3949641449,101,55,7842,1.167593158,0.8616012587
25,2,20260926,False,clean,0.002334464148,-0.001634903263,0.006021647547,101,55,7842,0.8046213682,0.8022869041
25,2,20260926,False,temperature_fahrenheit_as_celsius,0.7899676831,0.6277917273,0.9806287667,101,55,7842,1.64443844,0.8544707566
25,2,20260926,False,temperature_plus10,0.06169108926,0.037337742,0.08449057642,101,55,7842,0.9586806083,0.8969895191
25,2,20260926,False,temperature_plus20,0.3056435195,0.2192574398,0.3957959015,101,55,7842,1.166659451,0.8610159316
25,2,20260926,False,temperature_plus32,0.5764494837,0.454755459,0.7113602924,101,55,7842,1.430876594,0.8544271103
25,2,20260926,False,temperature_plus5,0.007533398385,-0.004094116164,0.01736484421,101,55,7842,0.8608905826,0.8533571842
25,2,20260926,False,vpd_x10,2.641840722,1.996383135,3.401163617,101,55,7842,3.496255659,0.8544149371
25,2,20260926,False,wind_x0,0.1686694946,0.07082814471,0.276592926,101,55,7842,1.027619422,0.8589499274
25,2,20260926,False,wind_x0.447,0.01679491301,0.001388725026,0.03384648673,101,55,7842,0.9247709099,0.9079759968
25,2,20260926,False,wind_x10,0.4901385613,0.3629029032,0.6298077706,101,55,7842,1.344850034,0.8547114724
25,2,20260926,False,wind_x2.237,0.06310458193,0.01880794284,0.1074100469,101,55,7842,0.9484133352,0.8853087533
25,2,20260926,False,wind_x3.6,0.202001463,0.1162599895,0.2957806731,101,55,7842,1.068852169,0.8668507065
25,2,20260926,False,wind_x5,0.2676955247,0.163633154,0.3833874183,101,55,7842,1.131212991,0.8635174664
25,3,20260927,False,clean,0.004047288688,-0.001032510601,0.009658086769,101,55,7842,0.8151905492,0.8111432605
25,3,20260927,False,temperature_fahrenheit_as_celsius,0.74253507,0.5898017924,0.9164478706,101,55,7842,1.597037725,0.8545026548
25,3,20260927,False,temperature_plus10,0.06162546687,0.03308905944,0.08645128198,101,55,7842,0.9612755667,0.8996500998
25,3,20260927,False,temperature_plus20,0.3032265389,0.2261782214,0.3753592872,101,55,7842,1.164794105,0.861567566
25,3,20260927,False,temperature_plus32,0.5452296661,0.4343830039,0.6708050985,101,55,7842,1.399656776,0.8544271103
25,3,20260927,False,temperature_plus5,0.004905016664,-0.005828138154,0.01537691394,101,55,7842,0.8659831204,0.8610781037
25,3,20260927,False,vpd_x10,2.676643003,2.028460621,3.436612347,101,55,7842,3.531094922,0.8544519196
25,3,20260927,False,wind_x0,0.1627496979,0.0681296607,0.2709367875,101,55,7842,1.023868586,0.861118888
25,3,20260927,False,wind_x0.447,0.0143667834,-0.0006804592109,0.03097356568,101,55,7842,0.9329458327,0.9185790493
25,3,20260927,False,wind_x10,0.562114423,0.4194974082,0.7004519143,101,55,7842,1.41686614,0.8547517172
25,3,20260927,False,wind_x2.237,0.0478244621,-0.002384419466,0.08983755745,101,55,7842,0.9312931157,0.8834686536
25,3,20260927,False,wind_x3.6,0.1931839064,0.114664353,0.2718781798,101,55,7842,1.060469356,0.8672854495
25,3,20260927,False,wind_x5,0.2769414403,0.1824794758,0.372381961,101,55,7842,1.139095494,0.862154054
25,4,20260928,False,clean,0.003356603349,-0.002103672949,0.01033011623,101,55,7842,0.8093581555,0.8060015521
25,4,20260928,False,temperature_fahrenheit_as_celsius,0.7368374846,0.5799444585,0.9099535113,101,55,7842,1.591340139,0.8545026548
25,4,20260928,False,temperature_plus10,0.05850106237,0.03180528523,0.08291687883,101,55,7842,0.9532680284,0.894766966
25,4,20260928,False,temperature_plus20,0.2990796773,0.214454457,0.3824561047,101,55,7842,1.160601812,0.8615221343
25,4,20260928,False,temperature_plus32,0.5410745717,0.4153793958,0.6745050401,101,55,7842,1.395501682,0.8544271103
25,4,20260928,False,temperature_plus5,0.008277024614,-0.002864176369,0.01880606489,101,55,7842,0.8600585975,0.8517815729
25,4,20260928,False,vpd_x10,2.687990371,2.01981058,3.383571817,101,55,7842,3.542503147,0.8545127752
25,4,20260928,False,wind_x0,0.1797031741,0.07460460262,0.2871779929,101,55,7842,1.038387982,0.8586848074
25,4,20260928,False,wind_x0.447,0.02225992237,0.008661162395,0.03514902559,101,55,7842,0.9229559402,0.9006960178
25,4,20260928,False,wind_x10,0.5672750631,0.4099612564,0.7069718641,101,55,7842,1.422013697,0.8547386342
25,4,20260928,False,wind_x2.237,0.06385691043,0.01413798387,0.1089782217,101,55,7842,0.9534086652,0.8895517547
25,4,20260928,False,wind_x3.6,0.2070025661,0.1185545067,0.2878437425,101,55,7842,1.071828745,0.8648261789
25,4,20260928,False,wind_x5,0.3000471239,0.189345624,0.4014219956,101,55,7842,1.161343197,0.8612960728
25,5,20260929,False,clean,0.00397544371,-0.002424178588,0.01177223071,101,55,7842,0.8202124465,0.8162370028
25,5,20260929,False,temperature_fahrenheit_as_celsius,0.7145717254,0.5813345204,0.8685411565,101,55,7842,1.569042482,0.8544707566
25,5,20260929,False,temperature_plus10,0.06781941849,0.0335507208,0.09706312581,101,55,7842,0.9635842517,0.8957648332
25,5,20260929,False,temperature_plus20,0.3369530899,0.2672178531,0.4076703445,101,55,7842,1.197765725,0.8608126356
25,5,20260929,False,temperature_plus32,0.569353514,0.4692422261,0.6855605323,101,55,7842,1.423780624,0.8544271103
25,5,20260929,False,temperature_plus5,0.00679218422,-0.003303307219,0.0169652192,101,55,7842,0.8600620299,0.8532698457
25,5,20260929,False,vpd_x10,2.337108795,1.86301012,2.838904377,101,55,7842,3.191573919,0.8544651239
25,5,20260929,False,wind_x0,0.1672303009,0.07163301322,0.2661788592,101,55,7842,1.026935609,0.8597053082
25,5,20260929,False,wind_x0.447,0.01422164444,0.002581360527,0.02563602945,101,55,7842,0.9233785035,0.9091568591
25,5,20260929,False,wind_x10,0.5651302057,0.4227113932,0.696364228,101,55,7842,1.419872535,0.854742329
25,5,20260929,False,wind_x2.237,0.06625788383,0.02169644547,0.1058623129,101,55,7842,0.9467389626,0.8804810787
25,5,20260929,False,wind_x3.6,0.2143277869,0.132951863,0.2931163091,101,55,7842,1.08257501,0.8682472226
25,5,20260929,False,wind_x5,0.3049124952,0.2105720411,0.3929127831,101,55,7842,1.165908498,0.8609960032
25,6,20260930,False,clean,0.00712143874,-0.00096525982,0.01759601242,101,55,7842,0.8223190315,0.8151975928
25,6,20260930,False,temperature_fahrenheit_as_celsius,0.6298478137,0.5032709068,0.7712270837,101,55,7842,1.484350469,0.8545026548
25,6,20260930,False,temperature_plus10,0.06080170349,0.03187299269,0.08788481033,101,55,7842,0.9636264102,0.9028247067
25,6,20260930,False,temperature_plus20,0.2857715849,0.2197207773,0.353921271,101,55,7842,1.14659464,0.8608230555
25,6,20260930,False,temperature_plus32,0.4979012008,0.398422361,0.6051780247,101,55,7842,1.352328311,0.8544271103
25,6,20260930,False,temperature_plus5,0.009477743389,-0.002602533045,0.0239659913,101,55,7842,0.859240519,0.8497627757
25,6,20260930,False,vpd_x10,1.883381326,1.410365141,2.42601588,101,55,7842,2.737887072,0.8545057463
25,6,20260930,False,wind_x0,0.1709548375,0.07253454848,0.275636999,101,55,7842,1.032197931,0.861243094
25,6,20260930,False,wind_x0.447,0.01640378604,0.002990448948,0.03081834533,101,55,7842,0.9165078883,0.9001041023
25,6,20260930,False,wind_x10,0.5427622762,0.3940828008,0.6833531978,101,55,7842,1.397587745,0.8548254687
25,6,20260930,False,wind_x2.237,0.06341315917,0.02784867352,0.0957797249,101,55,7842,0.9483577913,0.8849446321
25,6,20260930,False,wind_x3.6,0.1895446768,0.116684239,0.2582869713,101,55,7842,1.054557511,0.8650128341
25,6,20260930,False,wind_x5,0.2787479095,0.1838074475,0.364617172,101,55,7842,1.140291608,0.8615436987
25,7,20260931,False,clean,0.0004536328138,-0.002975823762,0.003629986284,101,55,7842,0.8066973307,0.8062436979
25,7,20260931,False,temperature_fahrenheit_as_celsius,0.7201942243,0.574970294,0.899991701,101,55,7842,1.574664981,0.8544707566
25,7,20260931,False,temperature_plus10,0.05785820851,0.03243132092,0.08372063828,101,55,7842,0.9590767617,0.9012185532
25,7,20260931,False,temperature_plus20,0.3017929413,0.2222303777,0.3908405827,101,55,7842,1.163046636,0.8612536948
25,7,20260931,False,temperature_plus32,0.556465549,0.4431294583,0.6939216732,101,55,7842,1.410892659,0.8544271103
25,7,20260931,False,temperature_plus5,0.0009374861988,-0.006074953214,0.007138823237,101,55,7842,0.8533129247,0.8523754385
25,7,20260931,False,vpd_x10,2.221494857,1.727291491,2.749205795,101,55,7842,3.076032324,0.854537467
25,7,20260931,False,wind_x0,0.1661918005,0.06287854926,0.2736717464,101,55,7842,1.025709023,0.859517222
25,7,20260931,False,wind_x0.447,0.01216391707,-0.001191438083,0.02640503255,101,55,7842,0.9248156082,0.9126516911
25,7,20260931,False,wind_x10,0.5857025292,0.4424916638,0.7166347356,101,55,7842,1.440463443,0.8547609142
25,7,20260931,False,wind_x2.237,0.0421237385,-0.0006612088049,0.0813345689,101,55,7842,0.9297843133,0.8876605748
25,7,20260931,False,wind_x3.6,0.1845830587,0.1053643644,0.2585561889,101,55,7842,1.046378013,0.8617949548
25,7,20260931,False,wind_x5,0.284732182,0.1868997486,0.3758197667,101,55,7842,1.144195487,0.8594633049
25,8,20260932,False,clean,1.748030183e-05,-0.003559689933,0.004096887937,101,55,7842,0.8095311022,0.8095136219
25,8,20260932,False,temperature_fahrenheit_as_celsius,0.8040187027,0.6527796284,0.9718099052,101,55,7842,1.658521358,0.8545026548
25,8,20260932,False,temperature_plus10,0.06104849608,0.02776646087,0.09311152918,101,55,7842,0.9592096359,0.8981611398
25,8,20260932,False,temperature_plus20,0.3135130816,0.2315119305,0.3964524288,101,55,7842,1.175365845,0.8618527635
25,8,20260932,False,temperature_plus32,0.5959634113,0.4794198499,0.7197142315,101,55,7842,1.450390522,0.8544271103
25,8,20260932,False,temperature_plus5,0.00790590886,-0.003112892674,0.02101570135,101,55,7842,0.8576831063,0.8497771975
25,8,20260932,False,vpd_x10,2.690422552,2.033090785,3.366734103,101,55,7842,3.544937304,0.8545147526
25,8,20260932,False,wind_x0,0.1372849704,0.05773887669,0.2180994021,101,55,7842,0.9941961489,0.8569111785
25,8,20260932,False,wind_x0.447,0.01226219036,-0.0005116953504,0.02704953918,101,55,7842,0.912024105,0.8997619146
25,8,20260932,False,wind_x10,0.5818304888,0.4350899254,0.7181620259,101,55,7842,1.436579383,0.854748894
25,8,20260932,False,wind_x2.237,0.05548114362,0.004395439269,0.1018483526,101,55,7842,0.9422174565,0.8867363128
25,8,20260932,False,wind_x3.6,0.1893644595,0.1067681088,0.2670909876,101,55,7842,1.058062983,0.8686985239
25,8,20260932,False,wind_x5,0.2979035116,0.2005072107,0.395060544,101,55,7842,1.155169674,0.8572661621
25,9,20260933,False,clean,0.005194397221,-0.004960020154,0.01697211212,101,55,7842,0.8216183456,0.8164239484
25,9,20260933,False,temperature_fahrenheit_as_celsius,0.75283313,0.6093299384,0.9113425663,101,55,7842,1.607335785,0.8545026548
25,9,20260933,False,temperature_plus10,0.056619417,0.02314989489,0.0888943812,101,55,7842,0.9494121032,0.8927926862
25,9,20260933,False,temperature_plus20,0.303974228,0.2246429495,0.3788146628,101,55,7842,1.164960748,0.86098652
25,9,20260933,False,temperature_plus32,0.5580029923,0.4523322318,0.6780278249,101,55,7842,1.412430103,0.8544271103
25,9,20260933,False,temperature_plus5,0.01077294928,-0.005166809386,0.03017795182,101,55,7842,0.8595366746,0.8487637253
25,9,20260933,False,vpd_x10,2.406479098,1.881100412,3.007450565,101,55,7842,3.261009996,0.8545308979
25,9,20260933,False,wind_x0,0.1331912298,0.04810452633,0.2164517897,101,55,7842,0.9924311275,0.8592398978
25,9,20260933,False,wind_x0.447,0.01621100676,0.004000379495,0.02840307345,101,55,7842,0.9031577629,0.8869467561
25,9,20260933,False,wind_x10,0.5713521727,0.4256114882,0.7093390508,101,55,7842,1.426028162,0.8546759892
25,9,20260933,False,wind_x2.237,0.05170020375,0.001885050955,0.09134412291,101,55,7842,0.9320282818,0.880328078
25,9,20260933,False,wind_x3.6,0.1954662145,0.110538949,0.2730963564,101,55,7842,1.058488185,0.8630219702
25,9,20260933,False,wind_x5,0.2985093845,0.1990352895,0.3939979216,101,55,7842,1.160439552,0.861930168
