row_id,station,date,group,landcover,latitude,longitude,openet,eto,y,t_avg,vpd,ws,doy_sin,doy_cos,OpenET,fold,Affine,DirectMLP_noVPD_20260713,DirectMLP_noVPD_20260714,DirectMLP_noVPD_20260715,DirectMLP_noVPD,ResidualMLP_noVPD_20260713,ResidualMLP_noVPD_20260714,ResidualMLP_noVPD_20260715,ResidualMLP_noVPD
145,Almond_High,2019-01-04,Almond_High,Croplands,36.169669,-120.201004,1.6,2.5,0.5657079002983887,7.837560729166667,0.5576000375,1.148180775520833,0.0688024268023198,0.9976303053065856,1.6,8,1.4920814626194905,1.5908355594822365,1.6213020547873898,1.1816101390386056,1.4645825844360774,1.3956265304475561,1.6451282038239665,1.6804322963388971,1.573729010203473
146,Almond_High,2019-01-12,Almond_High,Croplands,36.169669,-120.201004,1.2,0.7,1.3646137096668003,12.44484375,0.4358704062500001,1.1409832258958337,0.2051044998686192,0.9787400799669153,1.2,8,1.1370056956490018,1.0827664773929917,1.2393126539252388,1.179104905470726,1.1670613455963188,1.1215886099695096,1.0184551151331935,1.1716332439732664,1.1038923230253233
147,Almond_High,2019-01-13,Almond_High,Croplands,36.169669,-120.201004,0.9,0.7,0.6175913486458401,10.1428,0.2411664708333333,1.09715212475,0.2219215130041655,0.9750645322571948,0.9,8,0.8706988704211354,0.8930421486263842,1.0041653535414394,0.7770673062389124,0.8914249361355786,0.7903817998479943,0.7614284658662476,0.9277767246777118,0.8265289967973178
148,Almond_High,2019-01-21,Almond_High,Croplands,36.169669,-120.201004,1.0,3.1000001,1.455408541840829,9.626681250000004,0.3393695083333334,1.659308369125,0.3536761221763716,0.9353679493131484,1.0,8,0.9594678121637574,0.9012107708256225,0.6734689446218372,0.6101757280886992,0.7282851478453862,0.7986237323088046,0.8831655925362324,0.7705194262656136,0.8174362503702168
149,Almond_High,2019-02-05,Almond_High,Croplands,36.169669,-120.201004,1.1,0.4,1.741929004070058,6.5697270833333326,0.25718669375,1.8880259258541665,0.5808002734538009,0.8140460935082178,1.1,8,1.0482367539063797,1.1542821158274426,0.9869877321178997,0.9164509321470808,1.0192402600308077,1.0184448063612213,1.0028293323231463,1.03836577370384,1.019879970796069
150,Almond_High,2019-02-06,Almond_High,Croplands,36.169669,-120.201004,1.5,0.4,1.083380831533297,5.1946821875000015,0.2369136520833333,1.3276221462916669,0.5947266869607634,0.8039279618328213,1.5,8,1.4033125208768684,1.1925464610894219,1.1132819002128143,0.9900100429964958,1.0986128014329106,1.222070286899747,1.182507297295841,1.1449136367516886,1.1831637403157589
151,Almond_High,2019-02-22,Almond_High,Croplands,36.169669,-120.201004,1.9,2.3,1.6268213848533646,6.867954166666666,0.46926138125,1.7901229872916662,0.7909456567567772,0.6118864012687243,1.9,8,1.758388287847357,1.4189638856162738,1.3937771397389858,1.2655823409400973,1.3594411220984524,1.4591379212869047,1.558805877866717,1.4448183923575262,1.4875873971703826
152,Almond_High,2019-03-09,Almond_High,Croplands,36.169669,-120.201004,2.0,4.2000003,1.9125719288354823,8.116429166666665,0.3271810375,1.3526368737708332,0.9209712877166346,0.3896304495307879,2.0,8,1.8471572295899792,1.613811838758427,1.5686921775492697,1.1781941364799269,1.4535660509292079,1.5760566407546484,1.3863613254705125,1.4543739649315126,1.4722639770522246
153,Almond_High,2019-03-10,Almond_High,Croplands,36.169669,-120.201004,2.5,2.4,1.2906366341295397,8.228785416666666,0.3261017604166666,1.0765096824999998,0.9275416835791966,0.373719714790469,2.5,8,2.29100193830309,2.2976235724213456,2.0861311371935822,2.092422075712889,2.1587255951092725,1.910495249474853,2.096295175647066,1.9247925848577034,1.977194336659874
154,Almond_High,2019-03-17,Almond_High,Croplands,36.169669,-120.201004,3.3,3.8,2.3753879410999925,15.300804166666666,0.9240655083333332,1.3145689834166665,0.9657399376548548,0.2595117970697999,3.3,8,3.001153472244067,2.8455358706473763,2.7878461494944187,2.7298934511618143,2.7877584904345363,2.8159317639350423,2.8579985324111985,2.683679704553805,2.785870000300015
