row_id,station,date,group,landcover,latitude,longitude,openet,eto,y,t_avg,vpd,ws,doy_sin,doy_cos,OpenET,fold,Affine,DirectMLP_noVPD_20260713,DirectMLP_noVPD_20260714,DirectMLP_noVPD_20260715,DirectMLP_noVPD,ResidualMLP_noVPD_20260713,ResidualMLP_noVPD_20260714,ResidualMLP_noVPD_20260715,ResidualMLP_noVPD
1522,US-Aud,2005-01-29,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,2.4,0.6427036312512058,5.520833333333332,0.03970625,3.572083333333333,0.4787338401157884,0.8779600847008882,0.3,4,0.44070006388517413,0.32546818056129423,0.49032634749095516,0.4641055465697841,0.4266333582073445,0.44617163099064183,0.32067331495186707,0.4791326712062715,0.4153258723829268
1523,US-Aud,2005-02-13,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,2.3,0.8529861865114956,8.114583333333334,0.0281854166666666,1.4864583333333334,0.6870527672236669,0.7266075247685656,0.4,4,0.5304359731578718,0.5766074104341841,0.5759427939077137,0.4168221552114306,0.5231241198511095,0.6228043952984132,0.6372670958305087,0.5952267986476787,0.6184327632588669
1524,US-Aud,2005-02-14,US-Aud,Grasslands,31.5907299999999,-110.51038,1.2,2.6000001,0.8483816328197735,10.264583333333333,0.0515104166666666,1.92375,0.6994583270516471,0.7146733860429609,1.2,4,1.2483232473394543,1.0193657386529722,1.1345580668294681,1.0058831915056057,1.0532689989960156,1.13057608822721,1.1174332008191228,1.007338036233762,1.0851157750933649
1525,US-Aud,2005-03-01,US-Aud,Grasslands,31.5907299999999,-110.51038,1.1,3.5,0.4451755002727061,8.1354375,0.0593708333333333,1.8070833333333332,0.8587639582758029,0.5123714121284237,1.1,4,1.1585873380667566,1.1056871387801703,0.99915670476947,0.9486155684956576,1.0178198040150994,1.0702866024097057,0.9086596477088549,0.9239233617756899,0.9676232039647502
1526,US-Aud,2005-03-02,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,3.3,0.5036601751445202,9.477104166666663,0.07204375,2.3179166666666675,0.8674563547295968,0.4975132889071806,0.4,4,0.5304359731578718,0.8016447736796499,0.6389483647340672,0.5964135889418261,0.6790022424518477,0.7340445111748477,0.4345368984203179,0.696834286284841,0.6218052319600021
1527,US-Aud,2005-03-09,US-Aud,Grasslands,31.5907299999999,-110.51038,0.6,4.8,0.6531853576063629,11.947916666666664,0.0936291666666666,2.1170833333333317,0.9209712877166346,0.3896304495307879,0.6,4,0.7099077917032675,0.7361721266456462,0.6680569278923663,0.6560114323098312,0.6867468289492812,0.7551749734937234,0.4671927751499973,0.5699992353301123,0.597455661324611
1528,US-Aud,2005-03-10,US-Aud,Grasslands,31.5907299999999,-110.51038,0.8,4.5,0.6646472652618792,13.562499999999998,0.1224374999999999,2.0708333333333333,0.9275416835791966,0.373719714790469,0.8,4,0.8893796102486631,1.0015576854064536,0.7548712590017057,0.8365749242684801,0.8643346228922132,0.8700820583450602,0.8077281508508136,0.7571420472981066,0.8116507521646602
1529,US-Aud,2005-03-26,US-Aud,Grasslands,31.5907299999999,-110.51038,0.7,4.3,0.3895480840845462,7.239583333333332,0.0668916666666667,3.0414583333333343,0.994217906893952,0.107381346664163,0.7,4,0.7996437009759654,1.0305820060983164,0.7371409260679174,0.9842209194440139,0.917314617203416,1.0114611890216716,0.8883876823380701,0.8309891554495983,0.91027934226978
1530,US-Aud,2005-04-02,US-Aud,Grasslands,31.5907299999999,-110.51038,0.5,7.1,0.3865890523204042,13.425020833333328,0.1446041666666666,2.2570833333333336,0.999916658654738,-0.0129102960750088,0.5,4,0.6201718824305698,0.5412345254564812,1.2957592486689842,0.5308569624405748,0.7892835788553466,0.43332624841758577,1.0881045680436945,0.6101144054077196,0.7105150739563332
1531,US-Aud,2005-04-10,US-Aud,Grasslands,31.5907299999999,-110.51038,0.5,5.4,0.2067981759104168,8.995833333333334,0.08483125,3.2324999999999995,0.9886775902323404,-0.1500553983446526,0.5,4,0.6201718824305698,0.7767327875683632,0.755354984184367,0.8661471225129493,0.7994116314218932,0.46414506442499265,0.689126352127544,0.6320667848207168,0.5951127337910845
1532,US-Aud,2005-04-11,US-Aud,Grasslands,31.5907299999999,-110.51038,0.9,5.2000003,0.2652000980818245,10.447916666666666,0.1055291666666666,1.831041666666667,0.9859481499638304,-0.1670516255021192,0.9,4,0.9791155195213608,1.1483262931183587,1.3349414799810948,1.073140747215153,1.1854695067715355,1.0338448060485552,1.1111887153043463,1.4024224600669113,1.1824853271399376
1533,US-Aud,2005-04-18,US-Aud,Grasslands,31.5907299999999,-110.51038,0.1,7.3,0.3634709177882522,17.143749999999994,0.1649104166666667,3.972083333333333,0.9587178169872964,-0.2843591872810034,0.1,4,0.26122824533977873,0.23703560111947253,0.5365406174131744,0.22897593692907536,0.3341840518205741,0.1229578437140569,0.15852358254067223,0.1396722609794558,0.14038456241139496
1534,US-Aud,2005-04-19,US-Aud,Grasslands,31.5907299999999,-110.51038,0.2,7.3,0.2810435223603095,17.310416666666665,0.1720020833333333,5.01875,0.9536809966304456,-0.3008198076356673,0.2,4,0.35096415461247643,0.26775666602864057,0.651939179701752,0.4887265069353086,0.4694741175552337,0.270400661490463,0.26699836480316763,0.3311150758171651,0.2895047007035985
1535,US-Aud,2005-04-26,US-Aud,Grasslands,31.5907299999999,-110.51038,1.3,5.1,0.4201676593881376,13.845854166666667,0.1134958333333333,2.075833333333333,0.9106046300942164,-0.4132786077829042,1.3,4,1.338059156612152,1.4746953298338892,1.6148229200629283,1.7462316326567149,1.611916627517844,1.5947016915928711,1.6107839227065068,1.7380597071111559,1.647848440470178
1536,US-Aud,2005-04-27,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,6.8,0.3886574266697352,16.025000000000006,0.1449291666666666,4.106041666666667,0.9033558023246844,-0.4288919379124835,0.4,4,0.5304359731578718,0.5437275452640176,0.6220028457412985,0.6847039385539071,0.6168114431864077,0.5046531228233196,0.39737175742174957,0.5889962916695753,0.49700705730488154
1537,US-Aud,2005-05-04,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,6.0,0.1952681758451842,18.72916666666667,0.1820291666666667,1.8358333333333337,0.8452490573530633,-0.5343725582809787,0.3,4,0.44070006388517413,0.8354766651716083,1.0266052308839915,0.7778430409917636,0.8799749790157878,0.8616682339126129,0.903770244148947,0.8934385857824705,0.8862923546146768
1538,US-Aud,2005-05-05,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,8.1,0.1858088760729138,19.6375,0.1824208333333333,3.735833333333333,0.835925479418637,-0.548842958284719,0.4,4,0.5304359731578718,0.436782988212733,0.7352992804592362,0.5482538024962347,0.5734453570560679,0.34354025046918424,0.4177569211946764,0.40314304608721174,0.3881467392503574
1539,US-Aud,2005-05-12,US-Aud,Grasslands,31.5907299999999,-110.51038,0.6,6.7000003,0.1697948941558078,16.412520833333335,0.1801291666666666,2.44125,0.7638886127905428,-0.6453481132295501,0.6,4,0.7099077917032675,0.8909267918261292,1.164080094298909,0.7648358212422428,0.9399475691224269,0.861179461418955,1.0055632816710158,1.0039176121798996,0.9568867850899568
1540,US-Aud,2005-05-13,US-Aud,Grasslands,31.5907299999999,-110.51038,0.7,6.5,0.1647439599673862,18.093750000000004,0.2000270833333332,1.9204166666666675,0.7526668275320084,-0.6584015846980488,0.7,4,0.7996437009759654,1.1031170465837674,1.4033340797829474,1.0523485694937278,1.1862665652868143,1.1263824872074926,1.2259875489229013,1.2345905722126034,1.1956535361143323
1541,US-Aud,2005-05-20,US-Aud,Grasslands,31.5907299999999,-110.51038,1.8,8.1,0.1396070001205128,25.54791666666668,0.2986791666666666,1.9977083333333332,0.6680638642135335,-0.7441039398713607,1.8,4,1.7867387029756412,1.7190960705630671,1.8036708984238117,1.6579639394407018,1.7269103028091937,1.8297042440076763,1.817635508123538,1.6274447757573693,1.7582615092961946
1542,US-Aud,2005-05-21,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,8.5,0.1939592047110004,27.418750000000006,0.3343645833333333,2.036875,0.6551563572090853,-0.7554933140726803,0.3,4,0.44070006388517413,0.513779041011666,0.7298125329649121,0.46696644676255783,0.5701860069130453,0.319608264331204,0.6177812588864032,0.45505356284378146,0.46414769535379624
1543,US-Aud,2005-05-29,US-Aud,Grasslands,31.5907299999999,-110.51038,1.2,6.6,1.814888482860772,19.627104166666665,0.0810104166666666,2.27375,0.545240438540651,-0.8382797052177743,1.2,4,1.2483232473394543,1.5851811783614078,1.4090820791013174,1.3681047645706794,1.4541226740111348,1.588037527961036,1.4533208364814174,1.5773048870953668,1.5395544171792732
1544,US-Aud,2005-06-05,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,8.0,0.3107911558521624,21.566666666666663,0.2009666666666667,3.3158333333333334,0.440518784350495,-0.8977433935342337,0.3,4,0.44070006388517413,0.7393401981755554,0.7337970081973759,0.4970236172359521,0.6567202745362944,0.5415443326220255,0.5252322833566951,0.6059884637209981,0.5575883598999063
1545,US-Aud,2005-06-06,US-Aud,Grasslands,31.5907299999999,-110.51038,0.0,8.7,0.3099397515892709,22.54168750000001,0.2147,3.849791666666666,0.4250003399695541,-0.9051931898913974,0.0,4,0.17149233606708103,0.5543212923280008,0.3729516838626967,0.31090050501861777,0.41272449373643844,0.20004606894703364,0.28085430482945495,0.35233727742139526,0.27774588373262793
1546,US-Aud,2005-06-13,US-Aud,Grasslands,31.5907299999999,-110.51038,0.7,7.0,0.1365856448872596,23.31041666666667,0.2359041666666667,1.9752083333333337,0.3131070409358269,-0.9497178427914316,0.7,4,0.7996437009759654,1.2487687607307119,1.216231919065079,1.1154797712624323,1.1934934836860744,1.33384384976184,1.1522141592216066,1.2451197637807887,1.2437259242547452
1547,US-Aud,2005-06-14,US-Aud,Grasslands,31.5907299999999,-110.51038,0.5,8.3,0.1273259321076412,26.20835416666667,0.2962729166666667,2.742083333333333,0.2967128192734907,-0.9549667548552552,0.5,4,0.6201718824305698,0.7983274551069983,0.6552643216757572,0.7763992820381533,0.743330352940303,0.852742640808128,0.7495505251070667,0.7142256253973588,0.7721729304375179
1548,US-Aud,2005-06-21,US-Aud,Grasslands,31.5907299999999,-110.51038,0.7,8.7,0.1070992425387746,29.145854166666663,0.3504479166666666,3.745624999999998,0.1797665857255624,-0.9837092937736096,0.7,4,0.7996437009759654,0.9969162337905129,0.865063219624882,1.0009542973399788,0.9543112502517911,0.9862456649962188,1.0474140924177648,1.0228557726334482,1.0188385100158106
1549,US-Aud,2005-06-22,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,9.3,0.2322073974183229,26.72916666666666,0.288775,3.283958333333333,0.1628070129385171,-0.986657932891657,0.3,4,0.44070006388517413,0.6249810307920598,0.2438786377315183,0.7444183171256951,0.5377593285497577,0.4976488608419048,0.5009463311011144,0.46917967584229636,0.48925828926177184
1550,US-Aud,2005-06-29,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,9.1,0.150643205013698,28.06252083333333,0.3445187499999999,2.8304166666666664,0.0430222330045305,-0.99907411510223,0.4,4,0.5304359731578718,0.5677409381840175,0.37827965040305234,0.6842486796185823,0.543423089401884,0.63867279490826,0.5839050791108695,0.564281683998743,0.5956198526726242
1551,US-Aud,2005-06-30,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,8.8,0.153340221317105,28.310416666666654,0.3558875,2.405,0.025818440227133,-0.9996666485105112,0.4,4,0.5304359731578718,0.568928197748003,0.5145676392080527,0.5938752616851553,0.5591236995470703,0.6346097538770517,0.5810266433003004,0.6871264546776759,0.6342542839516759
1552,US-Aud,2005-07-07,US-Aud,Grasslands,31.5907299999999,-110.51038,0.2,8.5,0.7779952231029097,27.87083333333333,0.2876125,3.406874999999999,-0.0945367498171993,-0.9955213724144752,0.2,4,0.35096415461247643,0.6873332825715996,0.6749149156953487,0.8643373360782585,0.742195178115069,0.8426000117449954,0.6404295121951065,0.7768483192367959,0.7532926143922992
1553,US-Aud,2005-07-08,US-Aud,Grasslands,31.5907299999999,-110.51038,0.3,8.5,0.574853117115259,27.76252083333334,0.2776541666666667,2.777708333333333,-0.1116590071216944,-0.993746580436178,0.3,4,0.44070006388517413,0.5228540429700153,0.5408457363875132,0.8231173392190234,0.6289390395255173,0.8454084206252184,0.664970884284777,0.6747329906133036,0.728370765174433
1554,US-Aud,2005-07-15,US-Aud,Grasslands,31.5907299999999,-110.51038,0.4,8.1,0.0504361347806712,28.07708333333333,0.2771833333333334,2.538958333333332,-0.2303056702306119,-0.973118337233262,0.4,4,0.5304359731578718,0.5781754845386848,0.6368370115092103,0.9412797935809727,0.718764096542956,0.9839700533624128,0.7795729772808846,0.8676631081503315,0.8770687129312097
1555,US-Aud,2005-08-08,US-Aud,Grasslands,31.5907299999999,-110.51038,1.8,4.8,1.7633648286795212,22.106250000000006,0.0741520833333333,1.682291666666667,-0.6016240632249227,-0.7987793728863648,1.8,4,1.7867387029756412,2.6722246877654925,2.67253268523199,2.61067128789342,2.6518095536303012,2.7271467680027652,2.6125226179644128,2.526288974783454,2.621986120250211
1556,US-Aud,2005-08-16,US-Aud,Grasslands,31.5907299999999,-110.51038,2.9,5.0,2.886307925298224,22.277125,0.0991625,1.645625,-0.7055836101071774,-0.7086266782644601,2.9,4,2.773833704975317,3.094732732034725,3.2371996609137983,2.9359252237041407,3.089285872217555,3.0774071762026605,3.199135550686027,2.9051279850303704,3.060556903973019
1557,US-Aud,2005-09-09,US-Aud,Grasslands,31.5907299999999,-110.51038,3.8,6.3,3.462240260605633,21.500000000000004,0.0775,2.95,-0.9307239310379792,-0.3657225234972692,3.8,4,3.5814568884295968,3.4550520235195328,3.5245612388191017,3.4198205631471064,3.4664779418285803,3.6680037535749377,3.386682167571435,3.5266374374601694,3.527107786202181
