row_id,station,date,group,landcover,latitude,longitude,openet,eto,y,t_avg,vpd,ws,doy_sin,doy_cos,fold,OpenET,Affine,WeatherRidge_noVPD,CombinedRidge_noVPD,WeatherHGB_noVPD,DirectHGB_noVPD,ResidualHGB_noVPD,GatedHGB_noVPD,WeatherRidge_clipped,CombinedRidge_clipped
145,Almond_High,2019-01-04,Almond_High,Croplands,36.169669,-120.201004,1.6,2.5,0.5657079002983887,7.837560729166667,0.5576000375,1.148180775520833,0.0688024268023198,0.9976303053065856,8,1.6,1.4920814626194905,0.02769047341366271,1.2588532933565375,0.584529762229467,1.195892662846466,1.2732900613604223,1.6,-0.00895466911782039,1.2097981888604272
146,Almond_High,2019-01-12,Almond_High,Croplands,36.169669,-120.201004,1.2,0.7,1.3646137096668003,12.44484375,0.4358704062500001,1.1409832258958337,0.2051044998686192,0.9787400799669153,8,1.2,1.1370056956490018,0.7130266240978524,1.3711694748793843,0.6207135526402568,1.1179473107945332,1.140794731550038,1.2,0.6139249953911006,1.3315536673105917
147,Almond_High,2019-01-13,Almond_High,Croplands,36.169669,-120.201004,0.9,0.7,0.6175913486458401,10.1428,0.2411664708333333,1.09715212475,0.2219215130041655,0.9750645322571948,8,0.9,0.8706988704211354,0.6381962816567017,1.0168656581215854,0.6207135526402568,0.7039368184682022,0.8405745685092039,0.9,0.6014065884488438,0.9939486912691322
148,Almond_High,2019-01-21,Almond_High,Croplands,36.169669,-120.201004,1.0,3.1000001,1.455408541840829,9.626681250000004,0.3393695083333334,1.659308369125,0.3536761221763716,0.9353679493131484,8,1.0,0.9594678121637574,0.10092372300108554,0.8006278042676664,0.7130043009048889,0.8946789024477482,0.9116411038779445,1.0,0.251007700080367,0.8177685963531949
149,Almond_High,2019-02-05,Almond_High,Croplands,36.169669,-120.201004,1.1,0.4,1.741929004070058,6.5697270833333326,0.25718669375,1.8880259258541665,0.5808002734538009,0.8140460935082178,8,1.1,1.0482367539063797,0.9804202977498417,1.244276967166797,0.6554212093801214,0.9982897055216531,0.9767308571358061,1.1,0.7429338347388696,1.1448481758928075
150,Almond_High,2019-02-06,Almond_High,Croplands,36.169669,-120.201004,1.5,0.4,1.083380831533297,5.1946821875000015,0.2369136520833333,1.3276221462916669,0.5947266869607634,0.8039279618328213,8,1.5,1.4033125208768684,0.9125064543803176,1.4891722463819916,0.6428206099235867,1.033435207238708,1.0913458887167178,1.5,0.6647031612051129,1.3736155083865595
151,Almond_High,2019-02-22,Almond_High,Croplands,36.169669,-120.201004,1.9,2.3,1.6268213848533646,6.867954166666666,0.46926138125,1.7901229872916662,0.7909456567567772,0.6118864012687243,8,1.9,1.758388287847357,0.8727832194976994,1.7091264364846916,0.8044670616164558,1.490530234394245,1.4522387237323886,1.9,0.7494024912792185,1.6520995096821123
152,Almond_High,2019-03-09,Almond_High,Croplands,36.169669,-120.201004,2.0,4.2000003,1.9125719288354823,8.116429166666665,0.3271810375,1.3526368737708332,0.9209712877166346,0.3896304495307879,8,2.0,1.8471572295899792,0.8073571475109014,1.549856924339588,1.0380544463130648,1.375494084634227,1.449874406368743,2.0,0.9431256589949499,1.5510108321789335
153,Almond_High,2019-03-10,Almond_High,Croplands,36.169669,-120.201004,2.5,2.4,1.2906366341295397,8.228785416666666,0.3261017604166666,1.0765096824999998,0.9275416835791966,0.373719714790469,8,2.5,2.29100193830309,1.3046610066309423,2.2410770648738514,1.3808283480887005,1.773169124030364,2.0351415766689533,2.5,1.25604914865602,2.200309339499317
154,Almond_High,2019-03-17,Almond_High,Croplands,36.169669,-120.201004,3.3,3.8,2.3753879410999925,15.300804166666666,0.9240655083333332,1.3145689834166665,0.9657399376548548,0.2595117970697999,8,3.3,3.001153472244067,1.411752610545624,3.0446356301774147,2.051938971625686,2.9884413209808613,2.896964125843773,3.3,1.2917134462739979,2.978866980976689
155,Almond_High,2019-03-18,Almond_High,Croplands,36.169669,-120.201004,3.6,3.8,3.4235631427972963,17.727920833333332,1.1495711895833334,1.3147514127083335,0.970063921851507,0.2428497220959356,8,3.6,3.267460297471934,1.527846615581052,3.4037441623093936,2.113816234695558,3.2845028297551666,3.241435309938825,3.6,1.3275046728414222,3.3168858594517845
156,Almond_High,2019-03-26,Almond_High,Croplands,36.169669,-120.201004,3.8,3.8,3.077299366968373,15.263912499999996,0.6533818270833333,1.1369700340625002,0.994217906893952,0.107381346664163,8,3.8,3.444998180957178,1.6901380297809285,3.4844409498845907,2.464767314971136,3.261357437684159,3.3216525498486655,3.8,1.6898553277996502,3.4484495506152344
157,Almond_High,2019-04-02,Almond_High,Croplands,36.169669,-120.201004,4.2,4.8,5.3652586653614325,16.234875000000002,0.6705711020833333,1.2678504086249998,0.999916658654738,-0.0129102960750088,8,4.2,3.8000739479276664,1.6954116916495785,3.749242140110079,2.5588062049936555,3.6055051152744775,3.7479698411685467,4.2,1.78474590475171,3.729424779010519
158,Almond_High,2019-04-18,Almond_High,Croplands,36.169669,-120.201004,5.4,5.3,5.336477808562401,19.738395833333332,1.1248048895833336,1.1376089402708331,0.9587178169872964,-0.2843591872810034,8,5.4,4.865301248839133,2.189832335495642,4.873954954203794,3.1654950008526876,4.8325162797135155,4.7834541142841065,5.4,2.1047398046311963,4.798307475999982
159,Almond_High,2019-04-19,Almond_High,Croplands,36.169669,-120.201004,5.2,4.8,6.923782693520382,22.55672916666667,1.5967566854166666,1.3102561865000002,0.9536809966304456,-0.3008198076356673,8,5.2,4.687763365353888,2.4650465584902244,4.899407907363128,3.345725467458274,4.550280767870568,4.684480690043603,5.2,2.1202724570042237,4.767372901813024
160,Almond_High,2019-04-26,Almond_High,Croplands,36.169669,-120.201004,5.9,5.5,7.567374618531701,24.47172916666666,1.8595441229166667,1.27329577675,0.9106046300942164,-0.4132786077829042,8,5.9,5.309145957552243,2.5535343630164524,5.485976937417224,3.53689021166912,5.506283611357994,5.563142360255745,5.9,2.1564159097297115,5.329393115170655
161,Almond_High,2019-04-27,Almond_High,Croplands,36.169669,-120.201004,5.8,5.6,6.482815057765819,22.57533333333333,1.6504921250000002,1.2168267018541667,0.9033558023246844,-0.4288919379124835,8,5.8,5.220377015809621,2.4864711953261556,5.305351437334508,3.3327546524753147,4.9960124736823985,5.2877504089425065,5.8,2.1758766045171094,5.169377739889308
162,Almond_High,2019-05-04,Almond_High,Croplands,36.169669,-120.201004,6.2,4.1,6.559937697784512,20.837354166666668,1.6388317895833329,1.212139022083333,0.8452490573530633,-0.5343725582809787,8,6.2,5.5754527827801095,3.026502238238028,5.822061395717679,3.549529962423587,5.739207376238299,5.877147042347713,6.2,2.5174482194894945,5.6399941578472195
163,Almond_High,2019-05-05,Almond_High,Croplands,36.169669,-120.201004,5.6,4.5,4.935977720795703,17.751479166666666,1.0947649312500003,1.7788572486874996,0.835925479418637,-0.548842958284719,8,5.6,5.042839132324376,2.8805637125852206,5.174273264798426,2.7926126721643203,4.734358809957889,4.963434119061818,5.6,2.641728123759274,5.071157026395727
