condition,method,coverage,selective_mae_mm_day,ci95_low_mm_day,ci95_high_mm_day
wind_x2.237,AugmentedGain,0.91,0.9240579872638406,0.8135213702822107,1.0315437795105085
wind_x2.237,AugmentedGain,0.92,0.9290499284300302,0.8181604117056339,1.0349530133820817
wind_x2.237,AugmentedGain,0.93,0.9337338926664409,0.8238379880671851,1.0378946059715843
wind_x2.237,AugmentedGain,0.9400000000000001,0.9360337258723281,0.829184894175297,1.0406554540737798
wind_x2.237,AugmentedGain,0.9500000000000001,0.9407923158307085,0.8341643990665196,1.0453694429448965
wind_x2.237,AugmentedGain,0.96,0.9473062558876341,0.8415447792761214,1.0492658724917945
wind_x2.237,AugmentedGain,0.97,0.9509661059356084,0.8497518189869407,1.054466289113941
wind_x2.237,AugmentedGain,0.98,0.960027995129743,0.8603510122263013,1.0598428214113502
wind_x2.237,AugmentedGain,0.99,0.965897663910619,0.8670598510197853,1.0631551303648663
wind_x2.237,AugmentedGain,1.0,0.9724759839795117,0.8743122336092543,1.071348331670094
wind_x2.237,TunedGain,0.01,1.4644553960760116,0.11481982658979062,2.944298943623365
wind_x2.237,TunedGain,0.02,1.569318173212871,0.35920918160259496,2.2851943660793697
wind_x2.237,TunedGain,0.03,1.3548075106270265,0.7633095476130941,1.971416757508596
wind_x2.237,TunedGain,0.04,1.3839439670363716,0.8650660733113175,1.856340600835221
wind_x2.237,TunedGain,0.05,1.3772478245718245,0.933635098199141,1.7518679826961137
wind_x2.237,TunedGain,0.06,1.363411265920008,0.9819305473640656,1.6785720416807242
wind_x2.237,TunedGain,0.07,1.352240941888604,1.0325135629350632,1.616846744236522
wind_x2.237,TunedGain,0.08,1.3405384684209514,1.0602445805842844,1.5727237394386038
wind_x2.237,TunedGain,0.09,1.3289020696541047,1.065126966939119,1.525544233801248
wind_x2.237,TunedGain,0.1,1.3000027733150747,1.066403034901521,1.4846840685768654
wind_x2.237,TunedGain,0.11,1.2662643490804046,1.0544667876140323,1.4432017942007267
wind_x2.237,TunedGain,0.12,1.2214062232016167,1.0354533139281135,1.4084673136957817
wind_x2.237,TunedGain,0.13,1.1987940717506975,1.0292920604017946,1.3787765770082203
wind_x2.237,TunedGain,0.14,1.1982978970563656,1.0173296853031177,1.3603921194425004
wind_x2.237,TunedGain,0.15,1.1904003674549235,1.0093351023083894,1.3434365717270838
wind_x2.237,TunedGain,0.16,1.176290966534252,1.0016973751485738,1.3291625987503692
wind_x2.237,TunedGain,0.17,1.1807454610907298,0.9954561880488324,1.3220875408564767
wind_x2.237,TunedGain,0.18,1.1541617866335796,0.9952913576402359,1.312837640109967
wind_x2.237,TunedGain,0.19,1.1402007222154342,0.9937682209433815,1.3036395222172978
wind_x2.237,TunedGain,0.2,1.1479813241060066,0.9932147504547058,1.297520997147804
wind_x2.237,TunedGain,0.21,1.14346922244844,0.9914212556652666,1.2914159995403531
wind_x2.237,TunedGain,0.22,1.1362214047407082,0.9899215330045643,1.2819200249263067
wind_x2.237,TunedGain,0.23,1.1392636848661366,0.9894162607218361,1.2748297270720723
wind_x2.237,TunedGain,0.24,1.134103452352311,0.9872895656391663,1.2694875676228339
wind_x2.237,TunedGain,0.25,1.1229342311309558,0.9804133705673914,1.2609034407642268
wind_x2.237,TunedGain,0.26,1.1104906538734556,0.9761332494551015,1.2522480452574805
wind_x2.237,TunedGain,0.27,1.1035317000205744,0.9726213048794836,1.242897479437538
wind_x2.237,TunedGain,0.28,1.094472408147453,0.9707502587933846,1.233315152780045
wind_x2.237,TunedGain,0.29,1.0801960824066903,0.9693008939228024,1.2218234390707676
wind_x2.237,TunedGain,0.3,1.079618347756735,0.9669035872212719,1.2119921673368623
wind_x2.237,TunedGain,0.31,1.0866267263278682,0.9650486932284756,1.2024375479299034
wind_x2.237,TunedGain,0.32,1.0814017743857685,0.9631787132555071,1.1956911927217653
wind_x2.237,TunedGain,0.33,1.069411205851216,0.9640556432832396,1.1862380271208552
wind_x2.237,TunedGain,0.34,1.0646965108795898,0.9616351104688208,1.1844083903645173
wind_x2.237,TunedGain,0.35000000000000003,1.0661697020152563,0.9616141604389827,1.1777756373185104
wind_x2.237,TunedGain,0.36,1.0662460929170605,0.963127619815386,1.1739589546167963
wind_x2.237,TunedGain,0.37,1.064209132693179,0.9646088030653767,1.1713397125389466
wind_x2.237,TunedGain,0.38,1.0611404222231218,0.9640893263085485,1.1657057579125785
wind_x2.237,TunedGain,0.39,1.0625123231963083,0.9654445913694312,1.1622675758451064
wind_x2.237,TunedGain,0.4,1.062375749755929,0.9675319791047655,1.1623880917565401
wind_x2.237,TunedGain,0.41000000000000003,1.0676398432453058,0.9678786393166443,1.1595277737869785
wind_x2.237,TunedGain,0.42,1.06038025743332,0.9711120673982193,1.1598389425517002
wind_x2.237,TunedGain,0.43,1.0551568291499693,0.9704061532680598,1.1610730335398547
wind_x2.237,TunedGain,0.44,1.0521363611231507,0.970021906756769,1.16229839657194
wind_x2.237,TunedGain,0.45,1.0692682528264088,0.9688027714702299,1.1644746277520142
wind_x2.237,TunedGain,0.46,1.0685361034302363,0.9678956816692644,1.1621412031114629
wind_x2.237,TunedGain,0.47000000000000003,1.0610281059609674,0.9662133337456358,1.1609111898479425
wind_x2.237,TunedGain,0.48,1.059535083769228,0.9642002654876588,1.1608679680740526
wind_x2.237,TunedGain,0.49,1.059185356224568,0.9622925299981181,1.1575917913484504
wind_x2.237,TunedGain,0.5,1.0588496177816948,0.9603536322444197,1.1554512830936736
wind_x2.237,TunedGain,0.51,1.0585270455522677,0.9587263457966441,1.1529634779669602
wind_x2.237,TunedGain,0.52,1.0582168799470493,0.9579262424927986,1.1517524897403615
wind_x2.237,TunedGain,0.53,1.056263905734936,0.9545914776120004,1.1501308090522182
wind_x2.237,TunedGain,0.54,1.0522034968253287,0.9530420280220039,1.1468397178697856
wind_x2.237,TunedGain,0.55,1.049862579959636,0.9495303849068175,1.1431429960496757
wind_x2.237,TunedGain,0.56,1.0434001801799841,0.9462746320177047,1.1398201333146674
wind_x2.237,TunedGain,0.5700000000000001,1.0374890791102869,0.940278858489009,1.1353311289772308
wind_x2.237,TunedGain,0.58,1.0317818091119584,0.9372567212266038,1.1302133127556284
wind_x2.237,TunedGain,0.59,1.0225035694200733,0.9343973933962929,1.125604019970769
wind_x2.237,TunedGain,0.6,1.0221384703223335,0.9315058573340755,1.1201320442549014
wind_x2.237,TunedGain,0.61,1.0228901700854263,0.9266431893991582,1.1159101169775656
wind_x2.237,TunedGain,0.62,1.0197999747603974,0.9224286457323689,1.1107546822385366
wind_x2.237,TunedGain,0.63,1.0145225145318693,0.9165549030496816,1.1066655498326556
wind_x2.237,TunedGain,0.64,1.009409974935483,0.9104868374925039,1.1035101858607965
wind_x2.237,TunedGain,0.65,1.002560134128838,0.9061841008142926,1.0996552468326946
wind_x2.237,TunedGain,0.66,1.001822429781146,0.898814789028598,1.0928951081686575
wind_x2.237,TunedGain,0.67,0.9955681657433456,0.893982361601659,1.0888495190333825
wind_x2.237,TunedGain,0.68,0.9941932155783867,0.8887563517894229,1.08290212415863
wind_x2.237,TunedGain,0.6900000000000001,0.985699291728648,0.885233126016202,1.0772418765114844
wind_x2.237,TunedGain,0.7000000000000001,0.9760662582770914,0.8822942754307159,1.0745258344447224
wind_x2.237,TunedGain,0.71,0.9727198859172779,0.8772631292327029,1.068918114765358
wind_x2.237,TunedGain,0.72,0.9697570658791694,0.8745372265877948,1.0654575860760271
wind_x2.237,TunedGain,0.73,0.9669681367748865,0.8712051401330891,1.060728819206591
wind_x2.237,TunedGain,0.74,0.961521175943297,0.8699589527268895,1.0575130037043312
wind_x2.237,TunedGain,0.75,0.9585024720058251,0.8682490931066313,1.05408620157058
wind_x2.237,TunedGain,0.76,0.9545929104388398,0.8648532107670674,1.0509340636403415
wind_x2.237,TunedGain,0.77,0.9561395504773578,0.861943234023168,1.0478846126390309
wind_x2.237,TunedGain,0.78,0.9534452489525153,0.8594739702249926,1.0455467655030795
wind_x2.237,TunedGain,0.79,0.952056278656091,0.856641998782727,1.0446793604112334
wind_x2.237,TunedGain,0.8,0.9476914602380779,0.8561934020976096,1.04371921212121
wind_x2.237,TunedGain,0.81,0.9441391504666483,0.8569616728223847,1.04157672648534
wind_x2.237,TunedGain,0.8200000000000001,0.9444321981622819,0.8576410236588221,1.0398615968620137
wind_x2.237,TunedGain,0.8300000000000001,0.9481419104068474,0.85894035708619,1.0421674317045548
wind_x2.237,TunedGain,0.84,0.9474095996285333,0.8629911288007532,1.0429443981118418
wind_x2.237,TunedGain,0.85,0.9480479823373633,0.8668810431642519,1.0458984297155882
wind_x2.237,TunedGain,0.86,0.9608085163038692,0.8699099443327777,1.0500241225859397
wind_x2.237,TunedGain,0.87,0.9676350166592752,0.8710717540944454,1.0526704058846772
wind_x2.237,TunedGain,0.88,0.9659179325108059,0.869671835450237,1.0548932778088551
wind_x2.237,TunedGain,0.89,0.9649269092364438,0.8662383378106174,1.0554199197230476
wind_x2.237,TunedGain,0.9,0.9592964775439666,0.8637335491952342,1.0569008022254314
wind_x2.237,TunedGain,0.91,0.9596832595875414,0.8615674334567637,1.057157960987088
wind_x2.237,TunedGain,0.92,0.9591916912486764,0.8615615701711992,1.0571610745844375
wind_x2.237,TunedGain,0.93,0.9599471405920784,0.8615385259229503,1.058864523220105
wind_x2.237,TunedGain,0.9400000000000001,0.9605988891282315,0.8621264482172879,1.0610600960076202
wind_x2.237,TunedGain,0.9500000000000001,0.9633010220349086,0.8622147062021104,1.0616575011797484
wind_x2.237,TunedGain,0.96,0.9642731194170727,0.864315821977996,1.0623792192551467
wind_x2.237,TunedGain,0.97,0.965259606860154,0.866032943007339,1.0646041498279644
wind_x2.237,TunedGain,0.98,0.9669093388987674,0.8681538301385939,1.0662418185997378
wind_x2.237,TunedGain,0.99,0.9706398993071397,0.8712451399199561,1.0686064635873151
wind_x2.237,TunedGain,1.0,0.9724759839795097,0.8743122336092485,1.071348331670094
wind_x2.237,LogisticSign,0.01,0.9497942523681878,0.754010906545734,1.3338226487664238
wind_x2.237,LogisticSign,0.02,1.0369692193358797,0.7752019088731161,1.304799921086821
wind_x2.237,LogisticSign,0.03,1.0823039402289083,0.832036214662338,1.26518560790333
wind_x2.237,LogisticSign,0.04,1.05621627580762,0.8706135957482387,1.2501304403545848
wind_x2.237,LogisticSign,0.05,1.0941560149408474,0.9300030839688175,1.253364489603156
wind_x2.237,LogisticSign,0.06,1.120383396742378,0.977454523404711,1.256079580412114
wind_x2.237,LogisticSign,0.07,1.123263929675581,0.9995086952062514,1.2457362941169514
wind_x2.237,LogisticSign,0.08,1.1200176450227923,1.0052866104434814,1.2345351606272386
wind_x2.237,LogisticSign,0.09,1.1160617387811367,0.9980171955038302,1.2268103166974782
wind_x2.237,LogisticSign,0.1,1.107680208857611,0.9931411464012913,1.2219834098992919
wind_x2.237,LogisticSign,0.11,1.1101141055103827,0.9835670196426065,1.2141687050028296
wind_x2.237,LogisticSign,0.12,1.1007628225140842,0.9738281964048506,1.2070005524457943
wind_x2.237,LogisticSign,0.13,1.0882744361521666,0.9638299880626319,1.1943491994148672
wind_x2.237,LogisticSign,0.14,1.067236008511579,0.9570083772087697,1.187605165632308
wind_x2.237,LogisticSign,0.15,1.0710021473480513,0.955227168614883,1.180288384348647
wind_x2.237,LogisticSign,0.16,1.0582342125041722,0.9551938057461038,1.1702821387891158
wind_x2.237,LogisticSign,0.17,1.0626542129804792,0.9596906994820166,1.1681880470735686
wind_x2.237,LogisticSign,0.18,1.057012887718669,0.9600373404709388,1.1627306747755914
wind_x2.237,LogisticSign,0.19,1.058567006991806,0.9632571712936654,1.1606708856142665
wind_x2.237,LogisticSign,0.2,1.0628280212395276,0.9683102551376475,1.1580238940772942
wind_x2.237,LogisticSign,0.21,1.05682684695027,0.9661835219240263,1.1570456187631233
wind_x2.237,LogisticSign,0.22,1.0630547530259034,0.9594422980308907,1.1587957658970183
wind_x2.237,LogisticSign,0.23,1.0596799849660439,0.9607531736781741,1.1796022262673034
wind_x2.237,LogisticSign,0.24,1.0323935017021861,0.9624773500642351,1.2052161976519364
wind_x2.237,LogisticSign,0.25,1.0336553899688117,0.9599692749138438,1.2217081023209473
wind_x2.237,LogisticSign,0.26,1.088383238327757,0.9610260310234945,1.2265089311538067
wind_x2.237,LogisticSign,0.27,1.0792422686442202,0.9630214037299819,1.2371596912101717
wind_x2.237,LogisticSign,0.28,1.080445829142135,0.9648231281161005,1.2356136444656378
wind_x2.237,LogisticSign,0.29,1.0774068608347114,0.9637068958200513,1.2329166037321362
wind_x2.237,LogisticSign,0.3,1.0663660958606798,0.9652800547082682,1.2302878829212958
wind_x2.237,LogisticSign,0.31,1.0677563999421829,0.9656277929111822,1.2334880484939938
wind_x2.237,LogisticSign,0.32,1.0703166573917637,0.9700355037930494,1.2307738577146392
wind_x2.237,LogisticSign,0.33,1.0689586786378882,0.974630919330894,1.2259957495003369
wind_x2.237,LogisticSign,0.34,1.0924898883296355,0.9804297287540364,1.2283474436709734
wind_x2.237,LogisticSign,0.35000000000000003,1.098478226282708,0.9810833176405634,1.2304063752232801
wind_x2.237,LogisticSign,0.36,1.0999657621436942,0.9827786264221218,1.231529601560393
wind_x2.237,LogisticSign,0.37,1.1006001850759755,0.9815602944774874,1.2304971199098704
wind_x2.237,LogisticSign,0.38,1.094454649233249,0.9825565736033166,1.2270967988187271
wind_x2.237,LogisticSign,0.39,1.091852633527359,0.9821837263632089,1.2260675559595005
wind_x2.237,LogisticSign,0.4,1.0910413147644706,0.9809106157847068,1.220735737925145
wind_x2.237,LogisticSign,0.41000000000000003,1.0869281072744963,0.9798560091369837,1.2179123644614998
wind_x2.237,LogisticSign,0.42,1.0808735985097688,0.9806707900877917,1.2136604001257787
wind_x2.237,LogisticSign,0.43,1.0816875262063,0.9815386870076186,1.2093060706168093
wind_x2.237,LogisticSign,0.44,1.0812756967630897,0.9816250426883063,1.2079278801486246
wind_x2.237,LogisticSign,0.45,1.0854652515006575,0.9805757129721617,1.2026936619338608
wind_x2.237,LogisticSign,0.46,1.0807785104556857,0.9789456504167755,1.1999130646822258
wind_x2.237,LogisticSign,0.47000000000000003,1.0781025822492805,0.976106033628148,1.1944794094795166
wind_x2.237,LogisticSign,0.48,1.0750365080463646,0.9744966419320863,1.187277695981846
wind_x2.237,LogisticSign,0.49,1.0745969906349593,0.9669203090485382,1.1822241461715555
wind_x2.237,LogisticSign,0.5,1.0730366170761818,0.9583807589363107,1.1778298262764606
wind_x2.237,LogisticSign,0.51,1.0540101714094483,0.949568771153253,1.1713248526185929
wind_x2.237,LogisticSign,0.52,1.0460158078126627,0.9443264696122358,1.1673434408596743
wind_x2.237,LogisticSign,0.53,1.0397102167918446,0.9414324413086532,1.1633000876801367
wind_x2.237,LogisticSign,0.54,1.037063296729876,0.9379378515403269,1.1577021282216127
wind_x2.237,LogisticSign,0.55,1.034794087532185,0.9358774554477756,1.1531363439173807
wind_x2.237,LogisticSign,0.56,1.0318218368043595,0.9321074793710412,1.1504684414886328
wind_x2.237,LogisticSign,0.5700000000000001,1.0279659491714896,0.9306818995388547,1.1453487648364835
wind_x2.237,LogisticSign,0.58,1.0237733526739567,0.9280692443180459,1.1416096087509036
wind_x2.237,LogisticSign,0.59,1.0214166624841134,0.9259523407466987,1.1383001013364251
wind_x2.237,LogisticSign,0.6,1.0229802229093492,0.9229170253554749,1.1365549427352846
wind_x2.237,LogisticSign,0.61,1.0213133630275208,0.9191944294041913,1.133256051792873
wind_x2.237,LogisticSign,0.62,1.0240556494798978,0.9174414346258217,1.1282860109518926
wind_x2.237,LogisticSign,0.63,1.0167199411000378,0.9161026943577861,1.1249907558643855
wind_x2.237,LogisticSign,0.64,1.0064174744598486,0.9104438657948203,1.118604103020687
wind_x2.237,LogisticSign,0.65,1.0027769492636724,0.9056256878577659,1.113505460289264
wind_x2.237,LogisticSign,0.66,1.0003808564671712,0.8996486509142058,1.109617451478623
wind_x2.237,LogisticSign,0.67,0.9974085908649832,0.8960828706501086,1.1047135574776228
wind_x2.237,LogisticSign,0.68,0.9919240140307369,0.8915316885816039,1.0987993421075093
wind_x2.237,LogisticSign,0.6900000000000001,0.9887142075822948,0.8867560710348175,1.0937820689975288
wind_x2.237,LogisticSign,0.7000000000000001,0.9858783931987043,0.8855805252938822,1.0930260152514026
wind_x2.237,LogisticSign,0.71,0.9865664518725262,0.8825190478653833,1.0910486976156692
wind_x2.237,LogisticSign,0.72,0.9814943505484084,0.8779690414575424,1.0900971118990497
wind_x2.237,LogisticSign,0.73,0.9777339666808202,0.876543826448658,1.0873032319745157
wind_x2.237,LogisticSign,0.74,0.9749511399630751,0.8740168813357085,1.0850385451375941
wind_x2.237,LogisticSign,0.75,0.9741680510753778,0.8721305606948344,1.0828694935913126
wind_x2.237,LogisticSign,0.76,0.973686100424587,0.8703267002740501,1.080469369706045
wind_x2.237,LogisticSign,0.77,0.9706104537341974,0.8688051281428081,1.0786598174044564
wind_x2.237,LogisticSign,0.78,0.9699070800818886,0.8678443570441907,1.0764745166049454
wind_x2.237,LogisticSign,0.79,0.9693718041294285,0.865813715387697,1.0740119342116097
wind_x2.237,LogisticSign,0.8,0.9678600979145705,0.8652955653308514,1.0723677672159346
wind_x2.237,LogisticSign,0.81,0.9650126565008006,0.8643061068437179,1.0704682312290577
wind_x2.237,LogisticSign,0.8200000000000001,0.9653180615906659,0.8662569416282753,1.0700490441214536
wind_x2.237,LogisticSign,0.8300000000000001,0.9642467767871595,0.8647212043585465,1.0687192896974638
wind_x2.237,LogisticSign,0.84,0.9616461646137231,0.8641231753576786,1.0685059052758779
wind_x2.237,LogisticSign,0.85,0.9625025353477582,0.8650020614802848,1.0696442293063673
wind_x2.237,LogisticSign,0.86,0.9658014235022211,0.8653302507869439,1.0709122487926102
wind_x2.237,LogisticSign,0.87,0.9643382769570297,0.8658646388897256,1.0706992151692603
wind_x2.237,LogisticSign,0.88,0.9666232039651668,0.8664838216434441,1.0719285792665585
wind_x2.237,LogisticSign,0.89,0.9675618256895416,0.8666524072308261,1.073074989905737
wind_x2.237,LogisticSign,0.9,0.9678394645694706,0.8661605737849704,1.0744744654625016
wind_x2.237,LogisticSign,0.91,0.9686022162660461,0.8673931926676153,1.0741258218731518
wind_x2.237,LogisticSign,0.92,0.9692557930160977,0.8673285896570084,1.0759314699912415
wind_x2.237,LogisticSign,0.93,0.9739992338939762,0.869159647869468,1.076937300715758
wind_x2.237,LogisticSign,0.9400000000000001,0.97339455171266,0.8702599507789468,1.0765763385495881
wind_x2.237,LogisticSign,0.9500000000000001,0.974813589924536,0.8717373314001489,1.0754574676100919
wind_x2.237,LogisticSign,0.96,0.9739860437933656,0.8740496776304509,1.074046295696661
wind_x2.237,LogisticSign,0.97,0.9717558712228931,0.8736087820321731,1.0716894575744942
wind_x2.237,LogisticSign,0.98,0.9713747793138489,0.8728465262358373,1.0696274876645795
wind_x2.237,LogisticSign,0.99,0.9719137577922984,0.8732361056964065,1.0696087632639724
wind_x2.237,LogisticSign,1.0,0.972475983979493,0.8743122336092292,1.0713483316700847
wind_x2.237,ConformalCSR,0.01,0.43136256291715824,0.30632658123957723,0.5363063132075864
wind_x2.237,ConformalCSR,0.02,0.45242425007700915,0.4002906566714439,0.5415887216806491
wind_x2.237,ConformalCSR,0.03,0.4714023169309568,0.41025473493379055,0.6297596469602458
wind_x2.237,ConformalCSR,0.04,0.5456484472769084,0.43631478581952177,0.6801952068552056
wind_x2.237,ConformalCSR,0.05,0.6021343024983438,0.4731560963540359,0.7126024864063318
wind_x2.237,ConformalCSR,0.06,0.6324112294015688,0.5205004999176469,0.7373435791028224
wind_x2.237,ConformalCSR,0.07,0.6546971669245268,0.5583964544478365,0.7493825627705102
wind_x2.237,ConformalCSR,0.08,0.6500435510410689,0.578675539627747,0.7594283309439444
wind_x2.237,ConformalCSR,0.09,0.6793773874003606,0.590877481939138,0.7761285851739156
wind_x2.237,ConformalCSR,0.1,0.6908428774537357,0.6024564064594548,0.794112072699736
wind_x2.237,ConformalCSR,0.11,0.7110429871153823,0.6174004338122924,0.8081457814215358
wind_x2.237,ConformalCSR,0.12,0.7157034897810305,0.6282094726273724,0.8234740429027866
wind_x2.237,ConformalCSR,0.13,0.7087448458131738,0.6374474286916643,0.8374552309119598
wind_x2.237,ConformalCSR,0.14,0.7255673698872566,0.6429276990451983,0.850745576128162
wind_x2.237,ConformalCSR,0.15,0.7562741691294055,0.6501612124577679,0.8603402590594895
wind_x2.237,ConformalCSR,0.16,0.7528970098710333,0.6523553527631019,0.8631441595987647
wind_x2.237,ConformalCSR,0.17,0.7552274961256198,0.6560331927000713,0.8606214015970326
wind_x2.237,ConformalCSR,0.18,0.7500207106168792,0.6594811762876107,0.8561814026339883
wind_x2.237,ConformalCSR,0.19,0.7559694990827974,0.6611107231449116,0.8536323078209074
wind_x2.237,ConformalCSR,0.2,0.7534408449468928,0.6611544064555271,0.8490036795553834
wind_x2.237,ConformalCSR,0.21,0.745385137823435,0.6637517713257078,0.8472305931302685
wind_x2.237,ConformalCSR,0.22,0.746568111356324,0.6669348653790917,0.8455406466538434
wind_x2.237,ConformalCSR,0.23,0.7448847901548337,0.6686794732519917,0.8465851290610011
wind_x2.237,ConformalCSR,0.24,0.7521318271802071,0.6724071995810921,0.8443714677652763
wind_x2.237,ConformalCSR,0.25,0.756398134102016,0.6740633633013874,0.8483593056840222
wind_x2.237,ConformalCSR,0.26,0.7559397105452473,0.6759883868288228,0.8478596586371381
wind_x2.237,ConformalCSR,0.27,0.7531947153908702,0.6807118938088992,0.8465471915024524
wind_x2.237,ConformalCSR,0.28,0.7615954778631563,0.6820743006673269,0.8494755158557772
wind_x2.237,ConformalCSR,0.29,0.7624801197769191,0.6840728965062834,0.849568662111578
wind_x2.237,ConformalCSR,0.3,0.762739110189227,0.6846513015572551,0.8521509586512438
wind_x2.237,ConformalCSR,0.31,0.7632620475839883,0.6859276218942295,0.8514607745641223
wind_x2.237,ConformalCSR,0.32,0.7647168609644546,0.6881847509225238,0.8517799266901319
wind_x2.237,ConformalCSR,0.33,0.7651068418100632,0.6898847457404642,0.8538126346514856
wind_x2.237,ConformalCSR,0.34,0.766651000052707,0.6931953868045924,0.8556943297920023
wind_x2.237,ConformalCSR,0.35000000000000003,0.7692306053747459,0.6953293503235823,0.8555279287513992
wind_x2.237,ConformalCSR,0.36,0.7725018053821359,0.6978194913515772,0.8571934173425182
wind_x2.237,ConformalCSR,0.37,0.7746928352501603,0.7024551044689445,0.8607195028295704
wind_x2.237,ConformalCSR,0.38,0.7730630541396136,0.7047404757487457,0.8610843423343202
wind_x2.237,ConformalCSR,0.39,0.7830165024300605,0.7072686238252796,0.8664149460069731
wind_x2.237,ConformalCSR,0.4,0.7839368934898013,0.7114502683299343,0.8709303487429724
wind_x2.237,ConformalCSR,0.41000000000000003,0.7896966718706956,0.7149328781140232,0.8773847969110161
wind_x2.237,ConformalCSR,0.42,0.7949110994239933,0.7176359873967278,0.8797731956811894
wind_x2.237,ConformalCSR,0.43,0.7996696062472217,0.7218189246975961,0.8869411974656704
wind_x2.237,ConformalCSR,0.44,0.7978042093122899,0.7243750644574095,0.8914345247157118
wind_x2.237,ConformalCSR,0.45,0.8013857294864412,0.7309655391434718,0.8985062274177349
wind_x2.237,ConformalCSR,0.46,0.8093032258084798,0.7370209104465231,0.9046830336922271
wind_x2.237,ConformalCSR,0.47000000000000003,0.817172111187786,0.742625657510902,0.9120848930006612
wind_x2.237,ConformalCSR,0.48,0.8262585293665549,0.7465367493296581,0.9194889955426266
wind_x2.237,ConformalCSR,0.49,0.8277724903188226,0.7487449500499912,0.9302373994986767
wind_x2.237,ConformalCSR,0.5,0.8314266202947422,0.7536082335360289,0.9371991800324057
wind_x2.237,ConformalCSR,0.51,0.8291500172064586,0.7576818041518892,0.9480803261489053
wind_x2.237,ConformalCSR,0.52,0.8626865005391816,0.7601995457737353,0.9517042505815066
wind_x2.237,ConformalCSR,0.53,0.8627072890383013,0.7644974024514802,0.9592412823327351
wind_x2.237,ConformalCSR,0.54,0.8655100331781159,0.7669957885193854,0.9671359092067116
wind_x2.237,ConformalCSR,0.55,0.8699565773908077,0.7663510974581874,0.9741981014902015
wind_x2.237,ConformalCSR,0.56,0.8763655211822301,0.7635679709146184,0.9758612252762602
wind_x2.237,ConformalCSR,0.5700000000000001,0.8813796032252929,0.7595687810199753,0.9825493634570401
wind_x2.237,ConformalCSR,0.58,0.8852038629627559,0.7597718519434975,0.9839066731505796
wind_x2.237,ConformalCSR,0.59,0.8836701144681726,0.7578756801148884,0.9866861420076737
wind_x2.237,ConformalCSR,0.6,0.884997871574352,0.7545396167374062,0.9890444778413291
wind_x2.237,ConformalCSR,0.61,0.8716444428724626,0.7560156061701195,0.9887894482673
wind_x2.237,ConformalCSR,0.62,0.8758497242817851,0.7557422440116766,0.9874691547380638
wind_x2.237,ConformalCSR,0.63,0.8698742679609646,0.7551977579687779,0.9848723048480542
wind_x2.237,ConformalCSR,0.64,0.8687546341538653,0.752285991166344,0.9854987789875266
wind_x2.237,ConformalCSR,0.65,0.8655023622009017,0.7540877813260053,0.9844222304220569
wind_x2.237,ConformalCSR,0.66,0.8659906535193205,0.7527616172617448,0.9845314615218576
wind_x2.237,ConformalCSR,0.67,0.8666180949767647,0.7554706310673903,0.9853037468004875
wind_x2.237,ConformalCSR,0.68,0.8678136416516116,0.7556016925814303,0.9846740083845907
wind_x2.237,ConformalCSR,0.6900000000000001,0.8652472133606486,0.7571877221206116,0.9867799128839347
wind_x2.237,ConformalCSR,0.7000000000000001,0.8720502201369802,0.7607990027083236,0.9866182020084767
wind_x2.237,ConformalCSR,0.71,0.8736987875286044,0.7607050749747386,0.9863074091671101
wind_x2.237,ConformalCSR,0.72,0.8730804325833346,0.7632626078884095,0.9880855042166702
wind_x2.237,ConformalCSR,0.73,0.876228835491856,0.7671961212693279,0.9891041345563731
wind_x2.237,ConformalCSR,0.74,0.8773028639683685,0.7705473175290114,0.991383596320487
wind_x2.237,ConformalCSR,0.75,0.8809250310161523,0.7734150964827923,0.9938611471419511
wind_x2.237,ConformalCSR,0.76,0.8829179956815185,0.7778593809368906,0.9948097105344335
wind_x2.237,ConformalCSR,0.77,0.8880663108626461,0.7828508213392312,0.9977870137969352
wind_x2.237,ConformalCSR,0.78,0.8896013564171378,0.7852511960959748,1.0011706292392017
wind_x2.237,ConformalCSR,0.79,0.8957707820485951,0.7898948122873856,1.004106823779996
wind_x2.237,ConformalCSR,0.8,0.9021536933572879,0.7940149090214946,1.0074431231324652
wind_x2.237,ConformalCSR,0.81,0.905835096036421,0.7984454888315214,1.0106481243636083
wind_x2.237,ConformalCSR,0.8200000000000001,0.9145050718217395,0.8006097842107763,1.0128210472530268
wind_x2.237,ConformalCSR,0.8300000000000001,0.9187434782588696,0.8049536695683652,1.0163397092547546
wind_x2.237,ConformalCSR,0.84,0.918272458448807,0.8064422139565297,1.0188028663131576
wind_x2.237,ConformalCSR,0.85,0.9212804543332684,0.8110526380128231,1.0228877982362468
wind_x2.237,ConformalCSR,0.86,0.9226636570277166,0.8154901777923834,1.02654877724943
wind_x2.237,ConformalCSR,0.87,0.9256078139146302,0.8206284236131666,1.0300371740093046
wind_x2.237,ConformalCSR,0.88,0.9274396118693126,0.8266347763059748,1.0306511176369257
wind_x2.237,ConformalCSR,0.89,0.9317960226902716,0.8327696286042912,1.0343946980387306
wind_x2.237,ConformalCSR,0.9,0.9389795570322825,0.8376702808594233,1.037875609029088
wind_x2.237,ConformalCSR,0.91,0.9444964243278366,0.8455744112396422,1.0421371780997437
wind_x2.237,ConformalCSR,0.92,0.9453578273791156,0.8499660933369891,1.0433926842018204
wind_x2.237,ConformalCSR,0.93,0.94807480802049,0.8513756736776212,1.045565828092035
