date,site_id,openet_et_mm,eto_mm,ndvi,measured_et_mm,t_min_c,t_max_c,t_avg_c,vpd_kpa,wind_m_s,station_latitude,station_longitude
2011-12-03,AFD,0.000000,2.300000,,0.051875,-3.750000,10.050000,3.150000,0.590000,4.200000,36.490900,-116.253300
2011-12-19,AFD,0.300000,1.200000,,0.492998,-2.750000,14.950000,6.100000,0.620000,1.200000,36.490900,-116.253300
2012-02-05,AFD,0.300000,2.500000,,0.055838,-3.550000,16.750000,6.600000,0.810000,2.500000,36.490900,-116.253300
2012-02-21,AFD,0.100000,2.500000,,0.094503,-1.150000,21.050000,9.950000,1.260000,1.300000,36.490900,-116.253300
2012-03-08,AFD,0.400000,4.300000,,0.066755,-3.750000,19.150000,7.700000,1.140000,3.500000,36.490900,-116.253300
2012-04-09,AFD,0.200000,6.300000,,0.238468,9.050000,30.950000,20.000000,2.640000,2.600000,36.490900,-116.253300
2012-05-11,AFD,0.000000,7.700000,,0.320201,11.850000,32.050000,21.950000,2.860000,3.100000,36.490900,-116.253300
2012-05-27,AFD,0.000000,5.900000,,0.351339,8.050000,26.750000,17.400000,1.830000,2.000000,36.490900,-116.253300
2012-06-12,AFD,0.000000,6.600000,,0.315022,17.150000,37.450000,27.300000,3.910000,1.500000,36.490900,-116.253300
2012-06-28,AFD,0.100000,10.100000,,0.274824,17.250000,38.950000,28.100000,4.180000,4.000000,36.490900,-116.253300
2012-07-14,AFD,0.200000,9.000000,,2.105024,21.650000,37.750000,29.700000,3.310000,4.000000,36.490900,-116.253300
2012-07-30,AFD,0.100000,7.800000,,0.124731,19.350000,39.150000,29.250000,4.140000,2.500000,36.490900,-116.253300
2012-09-16,AFD,0.000000,5.500000,,0.284302,16.250000,35.750000,26.000000,3.260000,2.000000,36.490900,-116.253300
2012-10-02,AFD,0.100000,3.800000,,0.117101,15.850000,38.450000,27.150000,3.940000,1.100000,36.490900,-116.253300
2012-10-18,AFD,0.200000,3.800000,,0.391072,9.350000,29.750000,19.550000,2.200000,1.900000,36.490900,-116.253300
2012-11-03,AFD,0.100000,1.800000,,0.145527,6.950000,26.850000,16.900000,1.960000,0.800000,36.490900,-116.253300
2012-11-19,AFD,0.000000,2.400000,,0.099281,3.550000,20.950000,12.250000,0.990000,2.500000,36.490900,-116.253300
2012-12-21,AFD,0.200000,1.900000,,0.248787,-5.250000,13.950000,4.350000,0.800000,2.200000,36.490900,-116.253300
2013-01-06,AFD,0.000000,1.200000,,0.075363,-3.950000,8.250000,2.150000,0.490000,1.600000,36.490900,-116.253300
2013-02-07,AFD,0.300000,2.700000,,0.220411,0.750000,20.350000,10.550000,1.280000,1.900000,36.490900,-116.253300
2013-02-23,AFD,0.500000,2.500000,,0.198308,-1.850000,18.850000,8.500000,1.070000,1.400000,36.490900,-116.253300
2013-03-11,AFD,0.300000,3.400000,,0.378034,1.950000,23.750000,12.850000,1.590000,1.400000,36.490900,-116.253300
2013-04-12,AFD,0.000000,5.100000,,0.246874,9.050000,29.550000,19.300000,2.190000,1.600000,36.490900,-116.253300
2013-04-20,AFD,0.100000,6.200000,,0.208377,6.950000,28.650000,17.800000,2.200000,2.700000,36.490900,-116.253300
2013-04-28,AFD,0.100000,5.400000,,0.305315,13.750000,36.150000,24.950000,3.560000,1.200000,36.490900,-116.253300
2013-05-14,AFD,1.500000,9.100000,,0.655335,17.450000,36.950000,27.200000,3.750000,3.600000,36.490900,-116.253300
2013-05-22,AFD,0.000000,9.600000,,0.449979,11.650000,33.550000,22.600000,2.970000,4.700000,36.490900,-116.253300
2013-05-30,AFD,0.000000,6.900000,,0.416948,14.750000,35.950000,25.350000,3.280000,1.800000,36.490900,-116.253300
2013-06-07,AFD,0.200000,6.200000,,0.467326,20.450000,41.450000,30.950000,4.870000,1.000000,36.490900,-116.253300
2013-06-15,AFD,0.400000,8.700000,,0.355605,14.650000,36.450000,25.550000,3.710000,3.100000,36.490900,-116.253300
2013-06-23,AFD,0.000000,8.300000,,0.301614,17.150000,36.650000,26.900000,3.800000,2.800000,36.490900,-116.253300
2013-07-09,AFD,0.300000,9.400001,,0.341141,19.050000,40.450000,29.750000,4.490000,3.300000,36.490900,-116.253300
2013-07-17,AFD,0.200000,8.500000,,0.286094,18.850000,38.650000,28.750000,4.140000,2.900000,36.490900,-116.253300
2013-07-25,AFD,0.100000,7.900000,,0.704647,23.550000,40.850000,32.200000,4.310000,2.300000,36.490900,-116.253300
2013-08-02,AFD,0.000000,8.300000,,0.394535,18.050000,37.150000,27.600000,3.920000,3.100000,36.490900,-116.253300
2013-08-10,AFD,0.100000,7.700000,,0.352183,15.950000,35.350000,25.650000,3.300000,3.000000,36.490900,-116.253300
2013-08-18,AFD,0.100000,7.400000,,1.241722,22.250000,39.550000,30.900000,4.090000,3.000000,36.490900,-116.253300
2013-09-19,AFD,0.200000,6.200000,,0.155935,9.850000,32.350000,21.100000,2.540000,3.000000,36.490900,-116.253300
2013-09-27,AFD,0.100000,4.300000,,0.238095,3.450000,23.150000,13.300000,1.380000,2.800000,36.490900,-116.253300
2013-10-05,AFD,0.200000,5.100000,,0.073113,3.450000,25.050000,14.250000,1.620000,3.600000,36.490900,-116.253300
2013-10-13,AFD,0.200000,4.000000,,0.193499,6.350000,24.750000,15.550000,1.500000,2.700000,36.490900,-116.253300
2013-10-21,AFD,0.100000,3.500000,,0.105832,6.250000,28.650000,17.450000,2.080000,1.800000,36.490900,-116.253300
2013-11-06,AFD,0.100000,2.600000,,0.118175,0.350000,21.550000,10.950000,1.360000,1.700000,36.490900,-116.253300
2013-11-14,AFD,0.200000,2.500000,,0.043181,4.050000,24.950000,14.500000,1.700000,1.600000,36.490900,-116.253300
2011-11-17,AFS,0.100000,1.300000,,0.103885,3.350000,21.450000,12.400000,1.230000,0.600000,36.492600,-116.259400
2011-12-03,AFS,0.100000,2.300000,,0.096369,-3.750000,10.050000,3.150000,0.590000,4.200000,36.492600,-116.259400
2011-12-19,AFS,0.200000,1.200000,,0.718442,-2.750000,14.950000,6.100000,0.620000,1.200000,36.492600,-116.259400
2012-02-05,AFS,0.300000,2.500000,,0.105776,-3.550000,16.750000,6.600000,0.810000,2.500000,36.492600,-116.259400
2012-02-21,AFS,0.200000,2.500000,,0.113100,-1.150000,21.050000,9.950000,1.260000,1.300000,36.492600,-116.259400
2012-03-08,AFS,0.500000,4.300000,,0.150778,-3.750000,19.150000,7.700000,1.140000,3.500000,36.492600,-116.259400
2012-04-09,AFS,0.400000,6.300000,,0.291088,9.050000,30.950000,20.000000,2.640000,2.600000,36.492600,-116.259400
2012-05-11,AFS,0.400000,7.700000,,0.379793,11.850000,32.050000,21.950000,2.860000,3.100000,36.492600,-116.259400
2012-05-27,AFS,0.200000,5.900000,,0.397302,8.050000,26.750000,17.400000,1.830000,2.000000,36.492600,-116.259400
2012-06-12,AFS,0.000000,6.600000,,0.328633,17.150000,37.450000,27.300000,3.910000,1.500000,36.492600,-116.259400
2012-06-28,AFS,0.900000,10.100000,,0.486801,17.250000,38.950000,28.100000,4.180000,4.000000,36.492600,-116.259400
2012-07-14,AFS,1.400000,9.000000,,1.712189,21.650000,37.750000,29.700000,3.310000,4.000000,36.492600,-116.259400
2012-07-30,AFS,0.300000,7.800000,,0.000008,19.350000,39.150000,29.250000,4.140000,2.500000,36.492600,-116.259400
2012-08-15,AFS,1.600000,7.700000,,0.512552,22.750000,40.350000,31.550000,4.230000,2.600000,36.492600,-116.259400
2012-09-16,AFS,0.000000,5.500000,,0.286240,16.250000,35.750000,26.000000,3.260000,2.000000,36.492600,-116.259400
2012-10-02,AFS,0.200000,3.800000,,0.207411,15.850000,38.450000,27.150000,3.940000,1.100000,36.492600,-116.259400
2012-10-18,AFS,0.800000,3.800000,,0.503559,9.350000,29.750000,19.550000,2.200000,1.900000,36.492600,-116.259400
2012-11-03,AFS,0.100000,1.800000,,0.168477,6.950000,26.850000,16.900000,1.960000,0.800000,36.492600,-116.259400
2012-11-19,AFS,0.400000,2.400000,,0.141663,3.550000,20.950000,12.250000,0.990000,2.500000,36.492600,-116.259400
2012-12-21,AFS,0.400000,1.900000,,0.193663,-5.250000,13.950000,4.350000,0.800000,2.200000,36.492600,-116.259400
2013-01-06,AFS,0.100000,1.200000,,0.146803,-3.950000,8.250000,2.150000,0.490000,1.600000,36.492600,-116.259400
2013-01-22,AFS,0.800000,2.200000,,0.171305,-3.050000,15.550000,6.250000,0.870000,2.200000,36.492600,-116.259400
2013-02-07,AFS,0.400000,2.700000,,0.327018,0.750000,20.350000,10.550000,1.280000,1.900000,36.492600,-116.259400
2013-02-23,AFS,0.500000,2.500000,,0.235187,-1.850000,18.850000,8.500000,1.070000,1.400000,36.492600,-116.259400
2013-03-11,AFS,0.200000,3.400000,,0.411892,1.950000,23.750000,12.850000,1.590000,1.400000,36.492600,-116.259400
2013-04-12,AFS,0.100000,5.100000,,0.284947,9.050000,29.550000,19.300000,2.190000,1.600000,36.492600,-116.259400
2013-04-20,AFS,0.100000,6.200000,,0.221635,6.950000,28.650000,17.800000,2.200000,2.700000,36.492600,-116.259400
2013-04-28,AFS,0.100000,5.400000,,0.265682,13.750000,36.150000,24.950000,3.560000,1.200000,36.492600,-116.259400
2013-05-14,AFS,1.800000,9.100000,,0.525002,17.450000,36.950000,27.200000,3.750000,3.600000,36.492600,-116.259400
2013-05-22,AFS,0.100000,9.600000,,0.373726,11.650000,33.550000,22.600000,2.970000,4.700000,36.492600,-116.259400
2013-05-30,AFS,0.000000,6.900000,,0.352677,14.750000,35.950000,25.350000,3.280000,1.800000,36.492600,-116.259400
2013-06-07,AFS,0.000000,6.200000,,0.390618,20.450000,41.450000,30.950000,4.870000,1.000000,36.492600,-116.259400
2013-06-15,AFS,0.400000,8.700000,,0.407011,14.650000,36.450000,25.550000,3.710000,3.100000,36.492600,-116.259400
2013-06-23,AFS,0.000000,8.300000,,0.235139,17.150000,36.650000,26.900000,3.800000,2.800000,36.492600,-116.259400
2013-07-09,AFS,0.300000,9.400001,,0.371626,19.050000,40.450000,29.750000,4.490000,3.300000,36.492600,-116.259400
2013-07-17,AFS,0.300000,8.500000,,0.361475,18.850000,38.650000,28.750000,4.140000,2.900000,36.492600,-116.259400
2013-07-25,AFS,0.300000,7.900000,,0.805025,23.550000,40.850000,32.200000,4.310000,2.300000,36.492600,-116.259400
2013-08-02,AFS,0.100000,8.300000,,0.419404,18.050000,37.150000,27.600000,3.920000,3.100000,36.492600,-116.259400
2013-08-10,AFS,0.100000,7.700000,,0.317503,15.950000,35.350000,25.650000,3.300000,3.000000,36.492600,-116.259400
2013-08-18,AFS,0.100000,7.400000,,0.859211,22.250000,39.550000,30.900000,4.090000,3.000000,36.492600,-116.259400
2013-09-19,AFS,0.300000,6.200000,,0.212353,9.850000,32.350000,21.100000,2.540000,3.000000,36.492600,-116.259400
2013-09-27,AFS,0.100000,4.300000,,0.213389,3.450000,23.150000,13.300000,1.380000,2.800000,36.492600,-116.259400
2013-10-05,AFS,0.200000,5.100000,,0.093175,3.450000,25.050000,14.250000,1.620000,3.600000,36.492600,-116.259400
2013-10-13,AFS,0.100000,4.000000,,0.210499,6.350000,24.750000,15.550000,1.500000,2.700000,36.492600,-116.259400
2013-10-21,AFS,0.200000,3.500000,,0.130440,6.250000,28.650000,17.450000,2.080000,1.800000,36.492600,-116.259400
2013-11-06,AFS,0.200000,2.600000,,0.138981,0.350000,21.550000,10.950000,1.360000,1.700000,36.492600,-116.259400
2013-11-14,AFS,0.400000,2.500000,,0.080747,4.050000,24.950000,14.500000,1.700000,1.600000,36.492600,-116.259400
2018-02-07,ALARC2_Smith6,1.000000,4.700000,,1.115656,11.850000,27.050000,19.450000,2.060000,3.100000,32.697270,-114.515440
2018-02-23,ALARC2_Smith6,3.300000,3.800000,,3.012983,4.550000,17.250000,10.900000,0.900000,4.300000,32.697270,-114.515440
2018-03-03,ALARC2_Smith6,3.700000,4.300000,,3.693041,8.350000,24.050000,16.200000,1.280000,3.100000,32.697270,-114.515440
2018-03-27,ALARC2_Smith6,6.200000,6.700000,,5.515906,9.750000,25.650000,17.700000,1.920000,4.300000,32.697270,-114.515440
2018-04-12,ALARC2_Smith6,6.300000,8.200000,,7.339231,16.450000,28.650000,22.550000,2.250000,5.300000,32.697270,-114.515440
2018-04-20,ALARC2_Smith6,6.200000,5.800000,,6.761473,10.250000,28.750000,19.500000,2.060000,2.100000,32.697270,-114.515440
2018-04-28,ALARC2_Smith6,7.300000,7.900000,,8.457813,18.750000,34.550000,26.650000,3.360000,3.000000,32.697270,-114.515440
2018-05-06,ALARC2_Smith6,7.000000,7.200000,,6.910393,20.550000,41.150000,30.850000,4.720000,1.800000,32.697270,-114.515440
2018-05-14,ALARC2_Smith6,7.100000,7.000000,,7.655893,16.150000,32.950000,24.550000,2.570000,2.300000,32.697270,-114.515440
2018-05-22,ALARC2_Smith6,6.000000,7.500000,,5.255913,18.250000,31.950000,25.100000,2.610000,2.900000,32.697270,-114.515440
2018-05-30,ALARC2_Smith6,4.100000,9.000000,,1.603173,22.550000,37.250000,29.900000,3.390000,3.500000,32.697270,-114.515440
2016-10-18,Almond_High,2.800000,4.700000,,3.269203,9.850000,23.350000,16.600000,1.120000,3.900000,36.169669,-120.201004
2016-10-19,Almond_High,2.700000,4.100000,,3.301089,8.850000,24.250000,16.550000,1.220000,2.100000,36.169669,-120.201004
2016-10-26,Almond_High,2.600000,3.700000,,3.435055,11.250000,28.950000,20.100000,1.350000,1.500000,36.169669,-120.201004
2016-11-03,Almond_High,1.900000,2.900000,,2.334878,8.450000,23.050000,15.750000,1.000000,1.500000,36.169669,-120.201004
2016-11-11,Almond_High,2.500000,2.200000,,2.700076,12.250000,29.350000,20.800000,1.660000,0.700000,36.169669,-120.201004
2016-11-12,Almond_High,1.900000,2.000000,,2.726414,11.250000,25.450000,18.350000,1.090000,2.200000,36.169669,-120.201004
2016-11-19,Almond_High,1.500000,2.200000,,2.797524,8.150000,22.450000,15.300000,0.650000,1.600000,36.169669,-120.201004
2016-11-27,Almond_High,0.600000,3.300000,,2.338065,6.750000,14.950000,10.850000,0.350000,2.100000,36.169669,-120.201004
2016-12-13,Almond_High,0.800000,0.700000,,0.619398,7.450000,19.050000,13.250000,0.510000,1.000000,36.169669,-120.201004
2016-12-14,Almond_High,1.000000,1.200000,,0.473424,7.150000,20.750000,13.950000,0.260000,1.500000,36.169669,-120.201004
2016-12-22,Almond_High,1.000000,1.300000,,0.746064,1.150000,15.150000,8.150000,0.260000,0.600000,36.169669,-120.201004
2016-12-29,Almond_High,1.100000,1.900000,,0.634546,0.750000,16.250000,8.500000,0.290000,0.400000,36.169669,-120.201004
2017-01-06,Almond_High,1.200000,0.600000,,0.774513,-0.250000,11.750000,5.750000,0.150000,2.100000,36.169669,-120.201004
2017-01-31,Almond_High,1.100000,3.900000,,0.730425,2.250000,18.450000,10.350000,0.540000,0.600000,36.169669,-120.201004
2017-02-23,Almond_High,1.800000,1.800000,,1.383511,0.750000,12.450000,6.600000,0.430000,3.000000,36.169669,-120.201004
2017-02-24,Almond_High,1.900000,4.300000,,1.108617,-0.150000,13.550000,6.700000,0.520000,1.100000,36.169669,-120.201004
2017-03-03,Almond_High,2.700000,5.800000,,1.007882,4.250000,21.450000,12.850000,0.730000,0.600000,36.169669,-120.201004
2017-03-11,Almond_High,3.000000,1.700000,,1.980900,8.750000,25.050000,16.900000,0.740000,1.800000,36.169669,-120.201004
2017-03-12,Almond_High,3.100000,1.900000,,2.495325,9.150000,25.650000,17.400000,0.780000,2.100000,36.169669,-120.201004
2017-03-27,Almond_High,3.400000,4.200000,,4.112729,7.950000,19.750000,13.850000,0.640000,3.200000,36.169669,-120.201004
2017-03-28,Almond_High,3.600000,1.700000,,4.323832,6.850000,20.850000,13.850000,0.750000,2.300000,36.169669,-120.201004
2017-04-04,Almond_High,4.700000,1.000000,,4.234830,7.850000,27.750000,17.800000,1.500000,1.200000,36.169669,-120.201004
2017-04-12,Almond_High,4.500000,5.200000,,4.456831,10.650000,25.550000,18.100000,1.070000,2.300000,36.169669,-120.201004
2017-04-13,Almond_High,3.800000,3.300000,,4.580849,5.950000,20.950000,13.450000,0.670000,2.500000,36.169669,-120.201004
2017-04-20,Almond_High,5.100000,4.500000,,5.092515,9.250000,24.450000,16.850000,1.040000,4.500000,36.169669,-120.201004
2017-04-21,Almond_High,5.200000,1.400000,,5.212780,8.150000,26.850000,17.500000,1.180000,1.700000,36.169669,-120.201004
2017-04-28,Almond_High,5.700000,4.400000,,5.838976,10.450000,26.950000,18.700000,1.540000,4.400000,36.169669,-120.201004
2017-04-29,Almond_High,5.500000,0.600000,,4.804347,8.950000,27.950000,18.450000,1.660000,2.100000,36.169669,-120.201004
2017-05-07,Almond_High,3.800000,7.300000,,4.610115,10.650000,22.450000,16.550000,0.830000,1.700000,36.169669,-120.201004
2017-05-14,Almond_High,5.400000,7.800000,,4.348434,7.950000,23.750000,15.850000,1.200000,2.800000,36.169669,-120.201004
2017-05-15,Almond_High,4.300000,7.900000,,4.252255,9.650000,24.150000,16.900000,1.230000,2.600000,36.169669,-120.201004
2017-05-22,Almond_High,7.000000,2.600000,,7.446954,18.450000,38.150000,28.300000,3.320000,1.400000,36.169669,-120.201004
2017-05-23,Almond_High,6.600000,4.400000,,8.028342,19.550000,39.350000,29.450000,3.470000,1.900000,36.169669,-120.201004
2017-05-30,Almond_High,6.700000,6.400000,,6.843170,15.950000,32.650000,24.300000,2.170000,3.000000,36.169669,-120.201004
2017-06-07,Almond_High,6.800000,5.500000,,8.426679,14.850000,34.950000,24.900000,2.540000,2.800000,36.169669,-120.201004
2017-06-15,Almond_High,7.400000,7.600000,,7.383519,17.050000,34.950000,26.000000,2.630000,3.900000,36.169669,-120.201004
2017-06-16,Almond_High,6.700000,7.900000,,8.509641,18.150000,37.150000,27.650000,2.660000,3.200000,36.169669,-120.201004
2017-06-23,Almond_High,7.000000,7.000000,,8.435073,24.050000,41.750000,32.900000,3.860000,2.400000,36.169669,-120.201004
2017-07-01,Almond_High,7.000000,7.100000,,6.701810,18.350000,35.850000,27.100000,2.730000,2.800000,36.169669,-120.201004
2017-07-02,Almond_High,6.600000,6.900000,,6.723903,17.450000,37.450000,27.450000,2.650000,2.600000,36.169669,-120.201004
2017-07-09,Almond_High,6.500000,7.500000,,5.792416,22.750000,39.950000,31.350000,3.810000,3.100000,36.169669,-120.201004
2017-07-17,Almond_High,6.900000,8.100000,,9.838696,21.650000,41.250000,31.450000,4.110000,3.400000,36.169669,-120.201004
2017-07-18,Almond_High,7.100000,8.300000,,9.298965,19.450000,38.750000,29.100000,3.670000,3.100000,36.169669,-120.201004
2017-07-25,Almond_High,6.900000,9.200000,,7.587214,20.050000,37.650000,28.850000,2.970000,2.600000,36.169669,-120.201004
2017-07-26,Almond_High,6.100000,9.200000,,6.040292,21.150000,37.650000,29.400000,2.940000,2.400000,36.169669,-120.201004
2017-08-10,Almond_High,6.300000,5.400000,,3.336529,20.050000,38.250000,29.150000,2.920000,3.200000,36.169669,-120.201004
2017-08-11,Almond_High,5.800000,4.900000,,4.373489,19.750000,38.950000,29.350000,3.360000,2.500000,36.169669,-120.201004
2017-08-18,Almond_High,5.400000,5.800000,,2.424232,22.050000,37.650000,29.850000,2.660000,2.600000,36.169669,-120.201004
2017-08-19,Almond_High,5.800000,6.600000,,2.316937,21.850000,38.950000,30.400000,3.030000,2.700000,36.169669,-120.201004
2017-08-26,Almond_High,5.400000,4.800000,,5.057897,21.650000,41.750000,31.700000,4.080000,2.300000,36.169669,-120.201004
2017-08-27,Almond_High,4.800000,5.200000,,5.821775,22.650000,42.250000,32.450000,4.090000,1.900000,36.169669,-120.201004
2017-09-03,Almond_High,3.700000,5.900000,,2.215864,26.550000,41.350000,33.950000,3.970000,3.000000,36.169669,-120.201004
2017-09-12,Almond_High,4.400000,4.900000,,4.680954,21.050000,35.750000,28.400000,2.340000,2.700000,36.169669,-120.201004
2017-09-19,Almond_High,3.900000,8.000000,,4.116878,12.950000,27.050000,20.000000,1.250000,3.800000,36.169669,-120.201004
2017-09-20,Almond_High,4.000000,5.500000,,3.628854,11.950000,28.650000,20.300000,1.340000,3.000000,36.169669,-120.201004
2017-09-27,Almond_High,4.100000,1.500000,,4.403176,13.250000,33.950000,23.600000,2.720000,1.000000,36.169669,-120.201004
2017-09-28,Almond_High,4.000000,2.500000,,4.387784,14.850000,34.350000,24.600000,2.920000,1.700000,36.169669,-120.201004
2017-10-05,Almond_High,3.700000,2.400000,,3.856251,8.950000,27.550000,18.250000,1.880000,2.600000,36.169669,-120.201004
2017-10-06,Almond_High,3.400000,3.800000,,3.611048,9.850000,29.850000,19.850000,2.190000,1.700000,36.169669,-120.201004
2017-10-13,Almond_High,2.900000,3.800000,,3.725846,6.650000,24.850000,15.750000,1.680000,2.500000,36.169669,-120.201004
2017-10-14,Almond_High,2.900000,5.000000,,3.641502,7.050000,24.150000,15.600000,1.520000,1.600000,36.169669,-120.201004
2017-10-21,Almond_High,2.500000,3.600000,,2.727150,6.150000,20.850000,13.500000,0.940000,2.000000,36.169669,-120.201004
2017-10-22,Almond_High,2.600000,4.100000,,2.944068,7.150000,23.550000,15.350000,1.130000,1.900000,36.169669,-120.201004
2017-11-06,Almond_High,1.700000,1.400000,,2.048596,4.950000,17.750000,11.350000,0.660000,2.100000,36.169669,-120.201004
2017-11-07,Almond_High,1.800000,2.200000,,2.114046,4.350000,19.750000,12.050000,0.840000,1.300000,36.169669,-120.201004
2017-11-14,Almond_High,1.800000,2.500000,,1.784451,8.650000,19.850000,14.250000,0.610000,2.500000,36.169669,-120.201004
2017-11-15,Almond_High,1.400000,2.300000,,2.041846,9.450000,22.750000,16.100000,1.090000,1.300000,36.169669,-120.201004
2017-11-22,Almond_High,1.800000,2.300000,,1.642071,8.050000,24.450000,16.250000,1.110000,0.700000,36.169669,-120.201004
2017-11-23,Almond_High,1.700000,3.400000,,1.795168,9.750000,23.750000,16.750000,1.120000,1.400000,36.169669,-120.201004
2017-11-30,Almond_High,1.300000,2.100000,,1.131417,1.950000,16.750000,9.350000,0.480000,1.200000,36.169669,-120.201004
2017-12-01,Almond_High,1.800000,3.000000,,0.959930,2.550000,17.450000,10.000000,0.650000,0.900000,36.169669,-120.201004
2017-12-08,Almond_High,1.300000,2.400000,,0.772432,0.350000,19.350000,9.850000,0.990000,0.700000,36.169669,-120.201004
2017-12-16,Almond_High,1.200000,3.700000,,0.750866,3.950000,16.250000,10.100000,0.780000,2.600000,36.169669,-120.201004
2017-12-17,Almond_High,1.000000,0.900000,,0.335994,1.150000,14.950000,8.050000,0.710000,1.200000,36.169669,-120.201004
2018-01-01,Almond_High,1.100000,0.600000,,0.167881,2.850000,17.650000,10.250000,0.870000,0.600000,36.169669,-120.201004
2018-01-10,Almond_High,1.100000,2.900000,,1.518853,8.450000,16.050000,12.250000,0.350000,1.800000,36.169669,-120.201004
2018-01-25,Almond_High,1.000000,5.700000,,1.579114,3.350000,13.750000,8.550000,0.350000,2.400000,36.169669,-120.201004
2018-01-26,Almond_High,1.200000,4.600000,,0.864932,1.950000,13.550000,7.750000,0.440000,2.100000,36.169669,-120.201004
2018-02-03,Almond_High,1.400000,2.900000,,0.764338,6.550000,23.150000,14.850000,0.840000,1.000000,36.169669,-120.201004
2018-02-10,Almond_High,2.200000,0.800000,,1.228224,6.250000,23.550000,14.900000,0.990000,2.200000,36.169669,-120.201004
2018-02-11,Almond_High,2.100000,1.900000,,0.814271,4.050000,20.650000,12.350000,0.950000,2.000000,36.169669,-120.201004
2018-02-18,Almond_High,2.200000,4.700000,,0.757273,3.050000,18.750000,10.900000,0.850000,3.100000,36.169669,-120.201004
2018-03-06,Almond_High,2.700000,4.700000,,1.357645,2.850000,21.150000,12.000000,1.000000,1.200000,36.169669,-120.201004
2018-03-15,Almond_High,2.700000,7.700000,,3.311433,5.450000,16.850000,11.150000,0.650000,2.100000,36.169669,-120.201004
2018-03-23,Almond_High,2.800000,6.300000,,3.473228,4.950000,15.850000,10.400000,0.410000,2.800000,36.169669,-120.201004
2018-03-30,Almond_High,3.900000,4.400000,,4.758792,11.650000,28.350000,20.000000,1.400000,1.300000,36.169669,-120.201004
2018-03-31,Almond_High,4.000000,5.200000,,5.477783,12.050000,29.050000,20.550000,1.630000,1.800000,36.169669,-120.201004
2018-04-08,Almond_High,4.500000,4.200000,,4.849237,8.450000,21.950000,15.200000,0.880000,3.800000,36.169669,-120.201004
2018-04-23,Almond_High,6.100000,4.500000,,6.046899,14.550000,33.150000,23.850000,2.440000,1.700000,36.169669,-120.201004
2018-04-24,Almond_High,5.900000,4.300000,,6.445640,15.050000,33.150000,24.100000,2.560000,1.900000,36.169669,-120.201004
2018-05-02,Almond_High,5.700000,6.500000,,5.165305,10.250000,25.450000,17.850000,1.270000,2.400000,36.169669,-120.201004
2018-05-09,Almond_High,6.500000,8.500000,,7.048096,13.750000,30.650000,22.200000,1.880000,3.600000,36.169669,-120.201004
2018-05-10,Almond_High,6.300000,10.000000,,6.291598,12.650000,29.550000,21.100000,1.840000,3.600000,36.169669,-120.201004
2018-05-17,Almond_High,6.800000,7.300000,,5.287557,11.250000,27.150000,19.200000,1.480000,3.600000,36.169669,-120.201004
2018-05-18,Almond_High,6.400000,8.600000,,6.271976,13.850000,29.550000,21.700000,1.620000,3.200000,36.169669,-120.201004
2018-05-26,Almond_High,5.700000,8.100000,,6.641848,12.050000,24.950000,18.500000,1.170000,4.700000,36.169669,-120.201004
2018-06-02,Almond_High,6.800000,7.500000,,8.442794,14.250000,34.550000,24.400000,2.610000,2.600000,36.169669,-120.201004
2018-06-03,Almond_High,7.100000,6.500000,,9.296767,17.850000,38.650000,28.250000,3.500000,2.100000,36.169669,-120.201004
2018-06-10,Almond_High,6.400000,11.100000,,7.511615,11.650000,27.850000,19.750000,1.770000,4.800000,36.169669,-120.201004
2018-06-11,Almond_High,6.500000,8.700000,,7.480388,12.850000,31.950000,22.400000,2.160000,3.100000,36.169669,-120.201004
2018-06-18,Almond_High,7.200000,8.700000,,7.008171,14.450000,30.950000,22.700000,1.850000,3.300000,36.169669,-120.201004
2018-06-19,Almond_High,6.400000,7.900000,,7.994581,16.850000,34.450000,25.650000,2.440000,3.300000,36.169669,-120.201004
2018-06-26,Almond_High,7.400000,8.300000,,9.055782,18.750000,37.650000,28.200000,3.220000,2.700000,36.169669,-120.201004
2018-06-27,Almond_High,7.600000,8.900001,,8.775869,17.150000,37.450000,27.300000,3.570000,3.200000,36.169669,-120.201004
2018-07-04,Almond_High,7.000000,8.300000,,8.022879,16.650000,34.750000,25.700000,2.310000,3.000000,36.169669,-120.201004
2018-07-05,Almond_High,6.400000,5.900000,,7.282507,17.550000,35.450000,26.500000,2.800000,2.200000,36.169669,-120.201004
2018-07-12,Almond_High,7.100000,7.900000,,8.054370,23.850000,39.150000,31.500000,3.680000,2.200000,36.169669,-120.201004
2018-07-13,Almond_High,7.200000,6.900000,,7.831687,23.750000,38.750000,31.250000,3.280000,2.500000,36.169669,-120.201004
2018-07-20,Almond_High,7.000000,9.500000,,8.959369,23.350000,40.050000,31.700000,3.160000,3.800000,36.169669,-120.201004
2018-07-21,Almond_High,6.800000,8.000000,,8.209524,23.950000,37.450000,30.700000,2.690000,2.900000,36.169669,-120.201004
2018-07-28,Almond_High,6.700000,5.900000,,7.102770,20.250000,39.450000,29.850000,3.870000,3.100000,36.169669,-120.201004
2018-07-29,Almond_High,6.100000,5.600000,,7.571288,21.050000,40.150000,30.600000,3.950000,2.800000,36.169669,-120.201004
2018-08-05,Almond_High,6.500000,8.600000,,4.102393,17.750000,36.750000,27.250000,3.290000,3.300000,36.169669,-120.201004
