regime,specification,fold,score,inner_fraction,outer_fraction,full_macro_mae,selected_neural_mae,selected_openet_mae,rows,selected_rows
proximity,archived,3,distance,0.8,0.9069767441860465,0.7705478341053192,0.6750350367723338,0.7250947940381067,387,351
proximity,archived,3,distance,0.9,0.9612403100775194,0.7685785494304709,0.684545163100216,0.7290662998694485,387,372
proximity,archived,3,distance,1.0,1.0,0.7524780138347671,0.6898349337078932,0.7390761419380059,387,387
proximity,archived,3,predicted_gain,0.0,0.0,0.7870247257245924,,,387,0
proximity,archived,3,predicted_gain,0.1,0.041343669250646,0.767392013379788,0.8388306985941028,1.0363750909255953,387,16
proximity,archived,3,predicted_gain,0.2,0.09819121447028424,0.8010763712126023,0.7878221501108347,0.9348873022015645,387,38
proximity,archived,3,predicted_gain,0.30000000000000004,0.14470284237726097,0.7878290378535897,0.6940586429383993,0.8617937844626642,387,56
proximity,archived,3,predicted_gain,0.4,0.5116279069767442,0.7872345593858208,0.6474847030801829,0.7068462001566624,387,198
proximity,archived,3,predicted_gain,0.5,0.5116279069767442,0.7872345593858208,0.6474847030801829,0.7068462001566624,387,198
proximity,archived,3,predicted_gain,0.6000000000000001,0.5452196382428941,0.7665744836216943,0.6508610078255035,0.7204137873211622,387,211
proximity,archived,3,predicted_gain,0.7000000000000001,0.5968992248062015,0.764861280434894,0.6628237083222471,0.7352376702970398,387,231
proximity,archived,3,predicted_gain,0.8,0.661498708010336,0.7664675527199991,0.6804993114724596,0.7400126827912926,387,256
proximity,archived,3,predicted_gain,0.9,0.8733850129198967,0.7598307871938843,0.6765395916996967,0.7195716351338649,387,338
proximity,archived,3,predicted_gain,1.0,1.0,0.7524780138347671,0.6898349337078932,0.7390761419380059,387,387
proximity,archived,4,spread,0.0,0.0,1.2206155099407543,,,2044,0
proximity,archived,4,spread,0.1,0.13405088062622308,1.2167921169838456,0.655127097691238,0.6960258096207811,2044,274
proximity,archived,4,spread,0.2,0.28228962818003916,1.2178461927921753,0.6757488689128194,0.7177366925004287,2044,577
proximity,archived,4,spread,0.30000000000000004,0.42025440313111545,1.2332384460685248,0.6997985006359668,0.7442248846320768,2044,859
proximity,archived,4,spread,0.4,0.5538160469667319,1.2497735999396704,0.6910850923156109,0.7373239034953402,2044,1132
proximity,archived,4,spread,0.5,0.6614481409001957,1.2509332375338056,0.7184567157815397,0.7662075671839947,2044,1352
proximity,archived,4,spread,0.6000000000000001,0.75293542074364,1.2675879314253156,0.7407955779419128,0.7903169448415239,2044,1539
proximity,archived,4,spread,0.7000000000000001,0.8610567514677103,1.2596659194755617,0.7502732254642638,0.8024965955218771,2044,1760
proximity,archived,4,spread,0.8,0.9222113502935421,1.2601949556750707,0.7678125514353632,0.8242368778598578,2044,1885
proximity,archived,4,spread,0.9,0.9701565557729941,1.2776155012754922,0.7734198791541201,0.8340118291923772,2044,1983
proximity,archived,4,spread,1.0,1.0,1.2787082832617531,0.7853803678934502,0.8410604089574879,2044,2044
proximity,archived,4,distance,0.0,0.0,1.2206155099407543,,,2044,0
proximity,archived,4,distance,0.1,0.2734833659491194,1.2959395563009117,0.5909446701751933,0.6235765163078028,2044,559
proximity,archived,4,distance,0.2,0.41193737769080235,1.3068510717675352,0.6044870356606004,0.6381782022517954,2044,842
proximity,archived,4,distance,0.30000000000000004,0.5357142857142857,1.2987413454505685,0.6300246759649256,0.6770508150907324,2044,1095
proximity,archived,4,distance,0.4,0.6169275929549902,1.3005843667503474,0.6564326327388692,0.699938895356518,2044,1261
proximity,archived,4,distance,0.5,0.6996086105675147,1.3038136760087222,0.687850627520299,0.7261902869684281,2044,1430
proximity,archived,4,distance,0.6000000000000001,0.7832681017612525,1.303071289176978,0.7285787093202875,0.761892573167831,2044,1601
proximity,archived,4,distance,0.7000000000000001,0.8693737769080235,1.298818825807033,0.7594987976186932,0.7952071019890403,2044,1777
proximity,archived,4,distance,0.8,0.9417808219178082,1.2922453828890001,0.7805232310856941,0.822559931069259,2044,1925
proximity,archived,4,distance,0.9,0.9740704500978473,1.2870034588604988,0.780218026289221,0.8275958533380786,2044,1991
proximity,archived,4,distance,1.0,1.0,1.2787082832617531,0.7853803678934502,0.8410604089574879,2044,2044
proximity,archived,4,predicted_gain,0.0,0.0,1.2206155099407543,,,2044,0
proximity,archived,4,predicted_gain,0.1,0.057729941291585124,1.202734644690302,0.7483776191770084,1.0865305804646659,2044,118
proximity,archived,4,predicted_gain,0.2,0.20694716242661448,1.2091101263547333,0.6023967679599892,0.7081839146401427,2044,423
