case,selector,budget,coverage,macro_mae,rows,stations,groups
joint_archived_probe_clean,Gain,0.6000000000000001,0.6000000000000008,0.8217203864058346,646,27,24
joint_archived_probe_clean,Gain,0.7000000000000001,0.7000000000000023,0.810751807470449,646,27,24
joint_archived_probe_clean,Gain,0.8,0.8000000000000023,0.8139607259705048,646,27,24
joint_archived_probe_clean,Gain,0.9,0.9000000000000039,0.8175289003680232,646,27,24
joint_archived_probe_clean,Gain,1.0,1.0,0.7667728163992121,646,27,24
joint_archived_temperature_plus20,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_temperature_plus20,Spread,0.1,0.1,0.8792680049492296,646,27,24
joint_archived_temperature_plus20,Spread,0.2,0.20000000000000007,0.8748410367164283,646,27,24
joint_archived_temperature_plus20,Spread,0.30000000000000004,0.3000000000000002,0.8813685664363488,646,27,24
joint_archived_temperature_plus20,Spread,0.4,0.39999999999999947,0.9071204808699437,646,27,24
joint_archived_temperature_plus20,Spread,0.5,0.49999999999999917,0.9261204965823019,646,27,24
joint_archived_temperature_plus20,Spread,0.6000000000000001,0.5999999999999986,0.9594616487828423,646,27,24
joint_archived_temperature_plus20,Spread,0.7000000000000001,0.7000000000000008,1.0114690555857098,646,27,24
joint_archived_temperature_plus20,Spread,0.8,0.8000000000000018,1.05998649172899,646,27,24
joint_archived_temperature_plus20,Spread,0.9,0.9000000000000027,1.062684683447932,646,27,24
joint_archived_temperature_plus20,Spread,1.0,1.0,1.0858205399835612,646,27,24
joint_archived_temperature_plus20,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_temperature_plus20,Support,0.1,0.10000000000000003,0.8829085476968725,646,27,24
joint_archived_temperature_plus20,Support,0.2,0.2000000000000002,0.9095848553536673,646,27,24
joint_archived_temperature_plus20,Support,0.30000000000000004,0.30000000000000027,0.9439831772708259,646,27,24
joint_archived_temperature_plus20,Support,0.4,0.3999999999999999,0.9782631958095332,646,27,24
joint_archived_temperature_plus20,Support,0.5,0.4999999999999997,0.9984413526215227,646,27,24
joint_archived_temperature_plus20,Support,0.6000000000000001,0.5999999999999994,1.0164893528908043,646,27,24
joint_archived_temperature_plus20,Support,0.7000000000000001,0.7000000000000006,1.027914368805329,646,27,24
joint_archived_temperature_plus20,Support,0.8,0.8000000000000022,1.0546178766805343,646,27,24
joint_archived_temperature_plus20,Support,0.9,0.9000000000000029,1.0584144658403043,646,27,24
joint_archived_temperature_plus20,Support,1.0,1.0,1.0858205399835612,646,27,24
joint_archived_temperature_plus20,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_temperature_plus20,Gain,0.1,0.10000000000000005,0.8817073087551763,646,27,24
joint_archived_temperature_plus20,Gain,0.2,0.2,0.8952847799872414,646,27,24
joint_archived_temperature_plus20,Gain,0.30000000000000004,0.3000000000000004,0.945956410621825,646,27,24
joint_archived_temperature_plus20,Gain,0.4,0.39999999999999986,0.9483916710629557,646,27,24
joint_archived_temperature_plus20,Gain,0.5,0.4999999999999995,0.9497888061088005,646,27,24
joint_archived_temperature_plus20,Gain,0.6000000000000001,0.5999999999999982,1.0135339035442816,646,27,24
joint_archived_temperature_plus20,Gain,0.7000000000000001,0.6999999999999993,1.0347237575469377,646,27,24
joint_archived_temperature_plus20,Gain,0.8,0.800000000000001,1.0522460724227178,646,27,24
joint_archived_temperature_plus20,Gain,0.9,0.900000000000002,1.0693598415533307,646,27,24
joint_archived_temperature_plus20,Gain,1.0,1.0,1.0858205399835612,646,27,24
joint_archived_vpd_x10,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_vpd_x10,Spread,0.1,0.10000000000000003,0.8769327099490809,646,27,24
joint_archived_vpd_x10,Spread,0.2,0.20000000000000007,0.8779528189245723,646,27,24
joint_archived_vpd_x10,Spread,0.30000000000000004,0.3000000000000002,0.8850583150120459,646,27,24
joint_archived_vpd_x10,Spread,0.4,0.39999999999999974,0.8970641599572339,646,27,24
joint_archived_vpd_x10,Spread,0.5,0.4999999999999992,0.9007248655582251,646,27,24
joint_archived_vpd_x10,Spread,0.6000000000000001,0.5999999999999985,0.8823737384816434,646,27,24
joint_archived_vpd_x10,Spread,0.7000000000000001,0.6999999999999992,0.8670043036509487,646,27,24
joint_archived_vpd_x10,Spread,0.8,0.8000000000000002,0.8842149822169342,646,27,24
joint_archived_vpd_x10,Spread,0.9,0.900000000000002,0.8757328303814453,646,27,24
joint_archived_vpd_x10,Spread,1.0,1.0,1.0153759855486209,646,27,24
joint_archived_vpd_x10,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_vpd_x10,Support,0.1,0.10000000000000003,0.8649878290241927,646,27,24
joint_archived_vpd_x10,Support,0.2,0.20000000000000007,0.8685319847196358,646,27,24
joint_archived_vpd_x10,Support,0.30000000000000004,0.30000000000000027,0.8760912388761208,646,27,24
joint_archived_vpd_x10,Support,0.4,0.3999999999999999,0.8699380628616732,646,27,24
joint_archived_vpd_x10,Support,0.5,0.4999999999999999,0.8507787504519848,646,27,24
joint_archived_vpd_x10,Support,0.6000000000000001,0.5999999999999994,0.8656271184240258,646,27,24
joint_archived_vpd_x10,Support,0.7000000000000001,0.700000000000001,0.8673230380732871,646,27,24
joint_archived_vpd_x10,Support,0.8,0.8000000000000022,0.8891069105935259,646,27,24
joint_archived_vpd_x10,Support,0.9,0.9000000000000038,0.8740837746292571,646,27,24
joint_archived_vpd_x10,Support,1.0,1.0,1.0153759855486209,646,27,24
joint_archived_vpd_x10,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_vpd_x10,Gain,0.1,0.10000000000000013,0.8683504182313572,646,27,24
joint_archived_vpd_x10,Gain,0.2,0.20000000000000018,0.8714114295433609,646,27,24
joint_archived_vpd_x10,Gain,0.30000000000000004,0.3000000000000003,0.8362017655891083,646,27,24
joint_archived_vpd_x10,Gain,0.4,0.40000000000000013,0.8449545945443095,646,27,24
joint_archived_vpd_x10,Gain,0.5,0.5,0.8552927216430917,646,27,24
joint_archived_vpd_x10,Gain,0.6000000000000001,0.5999999999999993,0.8696906774527585,646,27,24
joint_archived_vpd_x10,Gain,0.7000000000000001,0.6999999999999984,1.0046428071382036,646,27,24
joint_archived_vpd_x10,Gain,0.8,0.8000000000000016,0.9854708688881402,646,27,24
joint_archived_vpd_x10,Gain,0.9,0.9000000000000011,1.0063611997077122,646,27,24
joint_archived_vpd_x10,Gain,1.0,1.0,1.0153759855486209,646,27,24
joint_archived_wind_x10,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_wind_x10,Spread,0.1,0.1,0.9119637169609944,646,27,24
joint_archived_wind_x10,Spread,0.2,0.2000000000000001,0.936808013276727,646,27,24
joint_archived_wind_x10,Spread,0.30000000000000004,0.30000000000000027,0.985991796431354,646,27,24
joint_archived_wind_x10,Spread,0.4,0.39999999999999936,1.0538432144717103,646,27,24
joint_archived_wind_x10,Spread,0.5,0.4999999999999987,1.1146669906934068,646,27,24
joint_archived_wind_x10,Spread,0.6000000000000001,0.5999999999999986,1.1455850967946564,646,27,24
joint_archived_wind_x10,Spread,0.7000000000000001,0.6999999999999988,1.2066279571776373,646,27,24
joint_archived_wind_x10,Spread,0.8,0.7999999999999986,1.298629181938545,646,27,24
joint_archived_wind_x10,Spread,0.9,0.8999999999999987,1.3995937661953888,646,27,24
joint_archived_wind_x10,Spread,1.0,0.9999999999999987,1.5452630792640962,646,27,24
joint_archived_wind_x10,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_wind_x10,Support,0.1,0.10000000000000003,0.9123914784234507,646,27,24
joint_archived_wind_x10,Support,0.2,0.20000000000000007,0.9868697993435233,646,27,24
joint_archived_wind_x10,Support,0.30000000000000004,0.30000000000000066,1.0285021792209788,646,27,24
joint_archived_wind_x10,Support,0.4,0.4000000000000009,1.0441561176617344,646,27,24
joint_archived_wind_x10,Support,0.5,0.4999999999999998,1.1140067290709834,646,27,24
joint_archived_wind_x10,Support,0.6000000000000001,0.5999999999999994,1.1706768175269038,646,27,24
joint_archived_wind_x10,Support,0.7000000000000001,0.6999999999999993,1.16633594620627,646,27,24
joint_archived_wind_x10,Support,0.8,0.799999999999999,1.2724700702804712,646,27,24
joint_archived_wind_x10,Support,0.9,0.8999999999999987,1.357544205723147,646,27,24
joint_archived_wind_x10,Support,1.0,0.9999999999999987,1.5452630792640956,646,27,24
joint_archived_wind_x10,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_archived_wind_x10,Gain,0.1,0.10000000000000006,0.9128865578567421,646,27,24
joint_archived_wind_x10,Gain,0.2,0.20000000000000054,1.064973681881306,646,27,24
joint_archived_wind_x10,Gain,0.30000000000000004,0.3000000000000013,1.1274494776273487,646,27,24
joint_archived_wind_x10,Gain,0.4,0.40000000000000263,1.1305849969435173,646,27,24
joint_archived_wind_x10,Gain,0.5,0.5000000000000022,1.134655363655634,646,27,24
joint_archived_wind_x10,Gain,0.6000000000000001,0.6000000000000019,1.1571363666716254,646,27,24
joint_archived_wind_x10,Gain,0.7000000000000001,0.7000000000000026,1.236311447833389,646,27,24
joint_archived_wind_x10,Gain,0.8,0.8000000000000039,1.3567900316570354,646,27,24
joint_archived_wind_x10,Gain,0.9,0.9000000000000039,1.3995502105599675,646,27,24
joint_archived_wind_x10,Gain,1.0,1.0,1.5452630792641013,646,27,24
joint_noVPD_natural,Spread,0.0,0.0,0.8696110955339783,649,27,24
joint_noVPD_natural,Spread,0.1,0.1,0.8608857480548155,649,27,24
joint_noVPD_natural,Spread,0.2,0.20000000000000007,0.8525882696043589,649,27,24
joint_noVPD_natural,Spread,0.30000000000000004,0.30000000000000016,0.8323117635002627,649,27,24
joint_noVPD_natural,Spread,0.4,0.3999999999999996,0.8316109407931304,649,27,24
joint_noVPD_natural,Spread,0.5,0.49999999999999895,0.816167599288715,649,27,24
joint_noVPD_natural,Spread,0.6000000000000001,0.5999999999999989,0.822744903151427,649,27,24
joint_noVPD_natural,Spread,0.7000000000000001,0.6999999999999996,0.8235578016674339,649,27,24
joint_noVPD_natural,Spread,0.8,0.8000000000000007,0.8403402557506093,649,27,24
joint_noVPD_natural,Spread,0.9,0.9000000000000011,0.7902027110540263,649,27,24
joint_noVPD_natural,Spread,1.0,1.0,0.7922777574648961,649,27,24
joint_noVPD_natural,Support,0.0,0.0,0.8696110955339783,649,27,24
joint_noVPD_natural,Support,0.1,0.10000000000000005,0.8564187689688468,649,27,24
joint_noVPD_natural,Support,0.2,0.20000000000000012,0.8482108568359426,649,27,24
joint_noVPD_natural,Support,0.30000000000000004,0.30000000000000027,0.8367189561585598,649,27,24
joint_noVPD_natural,Support,0.4,0.40000000000000013,0.8201472613115004,649,27,24
joint_noVPD_natural,Support,0.5,0.49999999999999994,0.7752857319115383,649,27,24
joint_noVPD_natural,Support,0.6000000000000001,0.5999999999999994,0.7846401298104209,649,27,24
joint_noVPD_natural,Support,0.7000000000000001,0.7000000000000004,0.7727704532892689,649,27,24
joint_noVPD_natural,Support,0.8,0.8000000000000016,0.7894183938589693,649,27,24
joint_noVPD_natural,Support,0.9,0.9000000000000025,0.7911779369823955,649,27,24
joint_noVPD_natural,Support,1.0,1.0,0.7922777574648961,649,27,24
joint_noVPD_natural,Gain,0.0,0.0,0.8696110955339783,649,27,24
joint_noVPD_natural,Gain,0.1,0.10000000000000005,0.8182063998260302,649,27,24
joint_noVPD_natural,Gain,0.2,0.20000000000000007,0.8180938638640933,649,27,24
joint_noVPD_natural,Gain,0.30000000000000004,0.30000000000000043,0.8164376460192759,649,27,24
joint_noVPD_natural,Gain,0.4,0.4000000000000002,0.8038926266476858,649,27,24
joint_noVPD_natural,Gain,0.5,0.5,0.7917839704905139,649,27,24
joint_noVPD_natural,Gain,0.6000000000000001,0.5999999999999998,0.7872901702989299,649,27,24
joint_noVPD_natural,Gain,0.7000000000000001,0.7000000000000006,0.7672728264367586,649,27,24
joint_noVPD_natural,Gain,0.8,0.8000000000000015,0.7742887173850396,649,27,24
joint_noVPD_natural,Gain,0.9,0.9000000000000024,0.7805618186683903,649,27,24
joint_noVPD_natural,Gain,1.0,1.0,0.7922777574648961,649,27,24
joint_noVPD_probe_clean,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_probe_clean,Spread,0.1,0.10000000000000002,0.8616031838302458,646,27,24
joint_noVPD_probe_clean,Spread,0.2,0.2000000000000001,0.8532865344870497,646,27,24
joint_noVPD_probe_clean,Spread,0.30000000000000004,0.3000000000000002,0.8330065929085275,646,27,24
joint_noVPD_probe_clean,Spread,0.4,0.3999999999999996,0.8317149253939601,646,27,24
joint_noVPD_probe_clean,Spread,0.5,0.4999999999999987,0.817283102710663,646,27,24
joint_noVPD_probe_clean,Spread,0.6000000000000001,0.5999999999999983,0.8238780568939492,646,27,24
joint_noVPD_probe_clean,Spread,0.7000000000000001,0.6999999999999992,0.8244125065910481,646,27,24
joint_noVPD_probe_clean,Spread,0.8,0.8000000000000005,0.8408691242747277,646,27,24
joint_noVPD_probe_clean,Spread,0.9,0.900000000000001,0.7911377637656517,646,27,24
joint_noVPD_probe_clean,Spread,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_probe_clean,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_probe_clean,Support,0.1,0.10000000000000005,0.8571014569075524,646,27,24
joint_noVPD_probe_clean,Support,0.2,0.20000000000000012,0.8494676118310782,646,27,24
joint_noVPD_probe_clean,Support,0.30000000000000004,0.30000000000000027,0.8374115131081441,646,27,24
joint_noVPD_probe_clean,Support,0.4,0.40000000000000013,0.8211231800543477,646,27,24
joint_noVPD_probe_clean,Support,0.5,0.4999999999999999,0.7756975729272313,646,27,24
joint_noVPD_probe_clean,Support,0.6000000000000001,0.5999999999999992,0.7850513533585242,646,27,24
joint_noVPD_probe_clean,Support,0.7000000000000001,0.7000000000000002,0.7737560625257859,646,27,24
joint_noVPD_probe_clean,Support,0.8,0.8000000000000016,0.7903556661915628,646,27,24
joint_noVPD_probe_clean,Support,0.9,0.9000000000000028,0.7921315489168554,646,27,24
joint_noVPD_probe_clean,Support,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_probe_clean,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_probe_clean,Gain,0.1,0.10000000000000006,0.8184563990011371,646,27,24
joint_noVPD_probe_clean,Gain,0.2,0.2000000000000001,0.8184229841613949,646,27,24
joint_noVPD_probe_clean,Gain,0.30000000000000004,0.30000000000000054,0.8171091210099842,646,27,24
joint_noVPD_probe_clean,Gain,0.4,0.4000000000000001,0.8040558524464061,646,27,24
joint_noVPD_probe_clean,Gain,0.5,0.4999999999999996,0.7920173679922655,646,27,24
joint_noVPD_probe_clean,Gain,0.6000000000000001,0.5999999999999993,0.7876560108048336,646,27,24
joint_noVPD_probe_clean,Gain,0.7000000000000001,0.7000000000000003,0.7682659711816094,646,27,24
joint_noVPD_probe_clean,Gain,0.8,0.8000000000000012,0.7751195620341294,646,27,24
joint_noVPD_probe_clean,Gain,0.9,0.9000000000000022,0.7812806396881331,646,27,24
joint_noVPD_probe_clean,Gain,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_temperature_plus20,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_temperature_plus20,Spread,0.1,0.10000000000000005,0.9097771897546721,646,27,24
joint_noVPD_temperature_plus20,Spread,0.2,0.20000000000000007,0.9203640212897639,646,27,24
joint_noVPD_temperature_plus20,Spread,0.30000000000000004,0.3000000000000004,0.9416635958507227,646,27,24
joint_noVPD_temperature_plus20,Spread,0.4,0.4000000000000002,0.9730658568473515,646,27,24
joint_noVPD_temperature_plus20,Spread,0.5,0.4999999999999999,0.9754482285316421,646,27,24
joint_noVPD_temperature_plus20,Spread,0.6000000000000001,0.6,0.976156328246416,646,27,24
joint_noVPD_temperature_plus20,Spread,0.7000000000000001,0.7000000000000016,0.9902036940265939,646,27,24
joint_noVPD_temperature_plus20,Spread,0.8,0.8000000000000026,0.9950023731413927,646,27,24
joint_noVPD_temperature_plus20,Spread,0.9,0.9000000000000044,1.0014037125756297,646,27,24
joint_noVPD_temperature_plus20,Spread,1.0,1.0,1.0559740674719535,646,27,24
joint_noVPD_temperature_plus20,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_temperature_plus20,Support,0.1,0.1,0.8874602990879821,646,27,24
joint_noVPD_temperature_plus20,Support,0.2,0.2000000000000002,0.9265151933619964,646,27,24
joint_noVPD_temperature_plus20,Support,0.30000000000000004,0.30000000000000027,0.9476583886779834,646,27,24
joint_noVPD_temperature_plus20,Support,0.4,0.3999999999999995,0.9838032910268457,646,27,24
joint_noVPD_temperature_plus20,Support,0.5,0.4999999999999995,0.9787990654199153,646,27,24
joint_noVPD_temperature_plus20,Support,0.6000000000000001,0.5999999999999994,0.9938005925966859,646,27,24
joint_noVPD_temperature_plus20,Support,0.7000000000000001,0.7000000000000013,0.9988026341866068,646,27,24
joint_noVPD_temperature_plus20,Support,0.8,0.800000000000003,1.0368083327588395,646,27,24
joint_noVPD_temperature_plus20,Support,0.9,0.9000000000000037,1.0313638907763574,646,27,24
joint_noVPD_temperature_plus20,Support,1.0,1.0,1.0559740674719535,646,27,24
joint_noVPD_temperature_plus20,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_temperature_plus20,Gain,0.1,0.1000000000000001,0.8955157685047936,646,27,24
joint_noVPD_temperature_plus20,Gain,0.2,0.2000000000000002,0.9043032607350986,646,27,24
joint_noVPD_temperature_plus20,Gain,0.30000000000000004,0.30000000000000054,0.9158023273803276,646,27,24
joint_noVPD_temperature_plus20,Gain,0.4,0.3999999999999992,0.9277485545407306,646,27,24
joint_noVPD_temperature_plus20,Gain,0.5,0.49999999999999867,0.9600606343763809,646,27,24
joint_noVPD_temperature_plus20,Gain,0.6000000000000001,0.5999999999999986,0.9796109950191398,646,27,24
joint_noVPD_temperature_plus20,Gain,0.7000000000000001,0.6999999999999996,0.9572090952594607,646,27,24
joint_noVPD_temperature_plus20,Gain,0.8,0.8000000000000003,0.9764727154958207,646,27,24
joint_noVPD_temperature_plus20,Gain,0.9,0.9000000000000015,0.988216135062472,646,27,24
joint_noVPD_temperature_plus20,Gain,1.0,1.0,1.0559740674719535,646,27,24
joint_noVPD_vpd_x10,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_vpd_x10,Spread,0.1,0.10000000000000002,0.8616031838302458,646,27,24
joint_noVPD_vpd_x10,Spread,0.2,0.2000000000000001,0.8532865344870497,646,27,24
joint_noVPD_vpd_x10,Spread,0.30000000000000004,0.3000000000000002,0.8330065929085275,646,27,24
joint_noVPD_vpd_x10,Spread,0.4,0.3999999999999996,0.8317149253939601,646,27,24
joint_noVPD_vpd_x10,Spread,0.5,0.4999999999999987,0.817283102710663,646,27,24
joint_noVPD_vpd_x10,Spread,0.6000000000000001,0.5999999999999983,0.8238780568939492,646,27,24
joint_noVPD_vpd_x10,Spread,0.7000000000000001,0.6999999999999992,0.8244125065910481,646,27,24
joint_noVPD_vpd_x10,Spread,0.8,0.8000000000000005,0.8408691242747277,646,27,24
joint_noVPD_vpd_x10,Spread,0.9,0.900000000000001,0.7911377637656517,646,27,24
joint_noVPD_vpd_x10,Spread,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_vpd_x10,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_vpd_x10,Support,0.1,0.10000000000000005,0.8571014569075524,646,27,24
joint_noVPD_vpd_x10,Support,0.2,0.20000000000000012,0.8494676118310782,646,27,24
joint_noVPD_vpd_x10,Support,0.30000000000000004,0.30000000000000027,0.8374115131081441,646,27,24
joint_noVPD_vpd_x10,Support,0.4,0.40000000000000013,0.8211231800543477,646,27,24
joint_noVPD_vpd_x10,Support,0.5,0.4999999999999999,0.7756975729272313,646,27,24
joint_noVPD_vpd_x10,Support,0.6000000000000001,0.5999999999999992,0.7850513533585242,646,27,24
joint_noVPD_vpd_x10,Support,0.7000000000000001,0.7000000000000002,0.7737560625257859,646,27,24
joint_noVPD_vpd_x10,Support,0.8,0.8000000000000016,0.7903556661915628,646,27,24
joint_noVPD_vpd_x10,Support,0.9,0.9000000000000028,0.7921315489168554,646,27,24
joint_noVPD_vpd_x10,Support,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_vpd_x10,Gain,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_vpd_x10,Gain,0.1,0.10000000000000006,0.8184563990011371,646,27,24
joint_noVPD_vpd_x10,Gain,0.2,0.2000000000000001,0.8184229841613949,646,27,24
joint_noVPD_vpd_x10,Gain,0.30000000000000004,0.30000000000000054,0.8171091210099842,646,27,24
joint_noVPD_vpd_x10,Gain,0.4,0.4000000000000001,0.8040558524464061,646,27,24
joint_noVPD_vpd_x10,Gain,0.5,0.4999999999999996,0.7920173679922655,646,27,24
joint_noVPD_vpd_x10,Gain,0.6000000000000001,0.5999999999999993,0.7876560108048336,646,27,24
joint_noVPD_vpd_x10,Gain,0.7000000000000001,0.7000000000000003,0.7682659711816094,646,27,24
joint_noVPD_vpd_x10,Gain,0.8,0.8000000000000012,0.7751195620341294,646,27,24
joint_noVPD_vpd_x10,Gain,0.9,0.9000000000000022,0.7812806396881331,646,27,24
joint_noVPD_vpd_x10,Gain,1.0,1.0,0.793256453408509,646,27,24
joint_noVPD_wind_x10,Spread,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_wind_x10,Spread,0.1,0.10000000000000005,0.9280043199658478,646,27,24
joint_noVPD_wind_x10,Spread,0.2,0.2000000000000002,0.9413069481792072,646,27,24
joint_noVPD_wind_x10,Spread,0.30000000000000004,0.3000000000000003,0.9529036403439269,646,27,24
joint_noVPD_wind_x10,Spread,0.4,0.4,0.9832735982346976,646,27,24
joint_noVPD_wind_x10,Spread,0.5,0.4999999999999992,1.036801248972356,646,27,24
joint_noVPD_wind_x10,Spread,0.6000000000000001,0.5999999999999991,1.025325916491351,646,27,24
joint_noVPD_wind_x10,Spread,0.7000000000000001,0.6999999999999998,1.0542252797834455,646,27,24
joint_noVPD_wind_x10,Spread,0.8,0.7999999999999997,1.0898873750043547,646,27,24
joint_noVPD_wind_x10,Spread,0.9,0.8999999999999999,1.162629876394323,646,27,24
joint_noVPD_wind_x10,Spread,1.0,1.0,1.3238133830567376,646,27,24
joint_noVPD_wind_x10,Support,0.0,0.0,0.8702711469759871,646,27,24
joint_noVPD_wind_x10,Support,0.1,0.10000000000000003,0.8971039741048011,646,27,24
joint_noVPD_wind_x10,Support,0.2,0.20000000000000012,0.9554938672975389,646,27,24
